# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2812
# Selected columns: 25 (all)
# Timestamp: Fri, 07-Dec-2018 21:36:37
Gene ID	Gene Name	3-fold embryo Ce, hermaphrodite, organism	4-cell embryo Ce, hermaphrodite, organism	L1 larva Ce, hermaphrodite, NSM	L1 larva Ce, hermaphrodite, neuron	L1 larva Ce, hermaphrodite, organism	L2 larva Ce, hermaphrodite, motor neuron	L2 larva Ce, hermaphrodite, organism	L2d-dauer molt Ce, hermaphrodite, organism	L3 larva Ce, hermaphrodite, organism	L4 larva Ce, hermaphrodite, organism	L4 larva Ce, male, organism	adult Ce, hermaphrodite, gonad	adult Ce, hermaphrodite, organism	dauer larva Ce, hermaphrodite, organism	elongating embryo Ce, hermaphrodite, organism	embryo Ce, hermaphrodite, somatic cell	embryo Ce, male, organism	enclosing embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, pharyngeal muscle cell	gastrulating embryo Ce, hermaphrodite, organism	late cleavage stage embryo Ce, hermaphrodite, organism	newly molted young adult hermaphrodite Ce, hermaphrodite, organism	post dauer stage Ce, hermaphrodite, organism	proliferating embryo Ce, hermaphrodite, organism
WBGene00006874	vab-8	80.0	3.0	3.0	27.0	26.0	13.0	32.0	50.0	20.0	7.0	10.0	2.0	5.0	39.0	35.0	6.0	28.0	3.0	72.0	25.0	11.0	24.0	7.0	29.0	13.0
WBGene00006875	vab-9	214.0	1.0	12.0	24.0	35.0	19.0	41.0	55.0	34.0	8.0	14.0	0.5	5.0	37.0	145.0	22.0	43.0	9.0	112.0	78.0	7.0	53.0	8.0	37.0	10.0
WBGene00006876	vab-10	96.0	5.0	18.0	21.0	53.0	56.0	75.0	106.0	56.0	8.0	27.0	10.0	36.0	33.0	98.0	62.0	73.0	1.0	125.0	39.0	2.0	53.0	20.0	20.0	47.0
WBGene00006881	vab-15	17.0		0.2	11.0	13.0	0.2	5.0	4.0	2.0	0.7	3.0		0.3	3.0	33.0	10.0	27.0	8.0	20.0	7.0	18.0	24.0	0.5	3.0	6.0
WBGene00006882	vab-19	60.0	2.0	2.0	6.0	11.0	14.0	29.0	20.0	21.0	9.0	6.0	0.9	6.0	16.0	58.0	17.0	39.0	3.0	54.0	25.0	7.0	32.0	3.0	18.0	16.0
WBGene00006886	vap-1	0.5	0.2	5.0	5.0	31.0	4.0	35.0	3.0	26.0	4.0	17.0		6.0	0.3	0.1		0.3		2.0	0.3		0.1	3.0	3.0	
WBGene00006887	vav-1	52.0	6.0	13.0	6.0	12.0	9.0	17.0	12.0	18.0	4.0	5.0	8.0	10.0	9.0	68.0	41.0	30.0	3.0	45.0	35.0	14.0	63.0	8.0	11.0	19.0
WBGene00006888	vbh-1	158.0	39.0	139.0	60.0	94.0	143.0	71.0	106.0	100.0	19.0	43.0	160.0	154.0	122.0	171.0	302.0	141.0	27.0	124.0	141.0	73.0	197.0	86.0	117.0	100.0
WBGene00006889	pfd-3	71.0	27.0	34.0	24.0	40.0	152.0	56.0	36.0	79.0	30.0	13.0	50.0	52.0	35.0	53.0	233.0	56.0	57.0	48.0	38.0	68.0	62.0	56.0	43.0	148.0
WBGene00006890	vem-1	67.0	11.0	4.0	35.0	65.0	24.0	70.0	217.0	60.0	18.0	65.0	11.0	37.0	41.0	77.0	37.0	57.0	40.0	59.0	42.0	42.0	64.0	25.0	51.0	40.0
WBGene00006893	spon-1	32.0	0.4		3.0	18.0	0.7	14.0	1.0	17.0	9.0	11.0	0.2	6.0	3.0	45.0	122.0	19.0	1.0	29.0	3.0	3.0	38.0	7.0	8.0	3.0
WBGene00006894	ver-1					0.3		0.1	1.0	0.2	0.1	3.0		0.4	3.0	0.3		1.0	0.3	0.7	0.1	0.6	0.4	0.1	2.0	2.0
WBGene00006895	ver-2													0.1				0.2	0.2	0.1		0.7	0.2			0.5
WBGene00006896	ver-3	73.0	6.0		1.0	8.0	3.0	13.0	19.0	23.0	5.0	7.0	7.0	8.0	14.0	116.0	26.0	36.0	2.0	37.0	30.0	10.0	92.0	12.0	12.0	17.0
WBGene00006897	ver-4	2.0	0.1		0.1	0.1		3.0	0.8	3.0	0.9	0.8		0.4	0.3	6.0	2.0	0.6	1.0	2.0	0.5	1.0	5.0	2.0	0.2	0.2
WBGene00006902	vet-6	4.0	3.0	3.0		0.2		0.2	0.2		0.1	0.3	0.4	26.0	0.7	3.0	7.0	56.0	22.0	4.0	5.0	97.0	10.0	0.4		247.0
WBGene00006910	vha-1	679.0	70.0	457.0	198.0	410.0	298.0	525.0	240.0	439.0	171.0	208.0	113.0	225.0	172.0	442.0	435.0	297.0	765.0	542.0	148.0	338.0	367.0	223.0	307.0	284.0
WBGene00006911	vha-2	1795.0	210.0	1002.0	732.0	829.0	840.0	1091.0	602.0	1533.0	265.0	398.0	217.0	518.0	545.0	1107.0	409.0	633.0	851.0	1630.0	577.0	990.0	1280.0	480.0	799.0	1009.0
WBGene00006912	vha-3	109.0	11.0	68.0	41.0	100.0	43.0	101.0	66.0	140.0	81.0	113.0	18.0	56.0	45.0	48.0	40.0	102.0	13.0	119.0	37.0	20.0	30.0	95.0	78.0	24.0
WBGene00006913	vha-4	438.0	43.0	196.0	127.0	190.0	215.0	456.0	198.0	489.0	86.0	164.0	127.0	150.0	113.0	199.0	215.0	160.0	145.0	385.0	67.0	178.0	160.0	186.0	253.0	189.0
WBGene00006914	vha-5	105.0	0.1	23.0	15.0	99.0	26.0	112.0	80.0	118.0	17.0	126.0	1.0	41.0	66.0	39.0	6.0	58.0	0.4	167.0	9.0		6.0	63.0	92.0	8.0
WBGene00006915	vha-6	59.0	3.0	7.0	17.0	180.0	14.0	314.0	100.0	402.0	69.0	129.0	5.0	136.0	63.0	7.0	4.0	34.0	0.3	166.0	8.0	1.0	3.0	186.0	118.0	4.0
WBGene00006916	vha-7	6.0	13.0	0.1	2.0	5.0	1.0	8.0	12.0	17.0	5.0	9.0	66.0	35.0	10.0	7.0	5.0	11.0	2.0	13.0	2.0	4.0	6.0	35.0	13.0	6.0
WBGene00006917	vha-8	653.0	50.0	514.0	226.0	400.0	658.0	658.0	278.0	885.0	143.0	216.0	37.0	245.0	196.0	396.0	293.0	254.0	87.0	697.0	131.0	171.0	213.0	265.0	338.0	223.0
WBGene00006919	vha-10	803.0	79.0	1923.0	878.0	1228.0	2331.0	781.0	308.0	882.0	225.0	282.0	63.0	322.0	192.0	577.0	1090.0	338.0	141.0	732.0	179.0	290.0	361.0	377.0	323.0	337.0
WBGene00006920	vha-11	445.0	22.0	209.0	130.0	559.0	325.0	288.0	102.0	382.0	64.0	126.0	37.0	120.0	70.0	210.0	90.0	129.0	15.0	411.0	71.0	31.0	102.0	163.0	138.0	74.0
WBGene00006921	vha-12	597.0	87.0	234.0	164.0	468.0	395.0	666.0	238.0	819.0	135.0	298.0	73.0	349.0	124.0	322.0	131.0	330.0	26.0	763.0	125.0	76.0	197.0	273.0	328.0	180.0
WBGene00006922	vhl-1	27.0	6.0	2.0	3.0	6.0	10.0	14.0	18.0	14.0	11.0	24.0	8.0	9.0	12.0	52.0	21.0	32.0	39.0	21.0	16.0	51.0	51.0	8.0	12.0	26.0
WBGene00006923	vhp-1	158.0	5.0	238.0	148.0	380.0	67.0	67.0	123.0	41.0	10.0	33.0	3.0	28.0	139.0	95.0	129.0	53.0	4.0	181.0	202.0	17.0	64.0	11.0	105.0	22.0
WBGene00006924	vig-1	624.0	370.0	66.0	103.0	235.0	231.0	595.0	662.0	675.0	295.0	168.0	660.0	937.0	924.0	459.0	309.0	411.0	257.0	499.0	268.0	383.0	485.0	536.0	972.0	320.0
WBGene00006925	vit-1	1.0	43.0		0.1	0.5		0.8	0.2	26.0	20.0	46.0	17.0	1468.0	0.8	0.3	0.7	0.7	0.2	1.0	3.0	0.1	0.6	439.0	0.5	0.3
WBGene00006926	vit-2		150.0	0.3	0.4	0.1		0.7	2.0	20.0	106.0	429.0	55.0	10118.0	8.0		0.3	14.0	0.2	0.1	0.1	0.1	0.1	1846.0	3.0	0.2
WBGene00006927	vit-3		14.0		0.4	0.2		0.4	0.1	0.4	8.0	16.0	22.0	770.0	0.8			0.6		0.3		0.1	0.3	152.0	0.2	0.4
WBGene00006928	vit-4		9.0		0.1			0.4		0.3	5.0	13.0	18.0	545.0	1.0			0.5		0.1		0.1	0.2	163.0	0.3	
WBGene00006929	vit-5		51.0		0.1	0.1		0.6	0.5	3.0	27.0	150.0	48.0	3807.0	4.0			4.0	0.3	0.2	0.6	0.3	0.3	586.0	0.8	0.2
WBGene00006930	vit-6	0.2	232.0		0.5	0.4		0.6	3.0	13.0	151.0	304.0	74.0	14510.0	11.0	0.1	0.3	21.0	0.3	0.3	0.5	0.2	0.3	3280.0	3.0	0.3
WBGene00006931	vps-26	40.0	14.0	5.0	14.0	29.0	20.0	31.0	20.0	28.0	8.0	9.0	77.0	28.0	28.0	39.0	35.0	27.0	4.0	40.0	21.0	18.0	29.0	38.0	30.0	28.0
WBGene00006932	vps-34	54.0	6.0	13.0	17.0	30.0	28.0	31.0	45.0	32.0	7.0	13.0	29.0	18.0	42.0	84.0	28.0	42.0	17.0	49.0	38.0	49.0	79.0	21.0	43.0	32.0
WBGene00006933	vps-35	33.0	20.0	15.0	13.0	21.0	29.0	33.0	17.0	31.0	8.0	12.0	112.0	50.0	16.0	27.0	32.0	24.0	3.0	32.0	18.0	14.0	26.0	50.0	19.0	30.0
WBGene00006934	vps-54	22.0	7.0	2.0	9.0	10.0	11.0	18.0	14.0	21.0	7.0	8.0	50.0	23.0	15.0	29.0	14.0	15.0	2.0	19.0	18.0	8.0	23.0	26.0	15.0	8.0
WBGene00006935	vars-1	21.0	6.0	1.0	6.0	18.0	10.0	22.0	20.0	28.0	10.0	15.0	41.0	13.0	27.0	23.0	7.0	11.0	2.0	20.0	14.0	10.0	20.0	24.0	28.0	6.0
WBGene00006936	glp-4	32.0	19.0	2.0	8.0	33.0	44.0	79.0	34.0	97.0	18.0	17.0	114.0	76.0	36.0	33.0	31.0	24.0	3.0	31.0	21.0	10.0	33.0	75.0	47.0	24.0
WBGene00006937	wah-1	44.0	13.0	14.0	25.0	60.0	32.0	50.0	44.0	65.0	25.0	28.0	31.0	35.0	51.0	31.0	45.0	30.0	5.0	47.0	33.0	15.0	18.0	32.0	36.0	21.0
WBGene00006938	wee-1.1	1.0			1.0	0.5	0.2	0.4	2.0	0.2	0.1	0.4		0.8	2.0	0.6	0.4	4.0	0.1	2.0	2.0	2.0	0.7	0.1	1.0	7.0
WBGene00006939	wee-1.2	1.0	0.5	0.7	0.1	2.0			2.0		0.1	2.0	0.7	3.0	5.0	3.0	2.0	5.0	1.0	3.0	2.0	9.0	3.0	0.9	4.0	12.0
WBGene00006940	wee-1.3	23.0	37.0	0.6	2.0	7.0	2.0	9.0	13.0	17.0	16.0	141.0	160.0	113.0	26.0	24.0	26.0	53.0	5.0	19.0	8.0	36.0	30.0	57.0	16.0	89.0
WBGene00006941	wnk-1	77.0	40.0	17.0	68.0	57.0	30.0	30.0	62.0	35.0	10.0	22.0	58.0	104.0	43.0	139.0	68.0	114.0	5.0	79.0	51.0	34.0	137.0	27.0	30.0	57.0
WBGene00006942	wrk-1	193.0	0.4	3.0	28.0	60.0	16.0	44.0	20.0	37.0	11.0	9.0	8.0	16.0	11.0	141.0	29.0	73.0	8.0	140.0	44.0	16.0	82.0	21.0	14.0	25.0
WBGene00006943	wrm-1	47.0	6.0	10.0	18.0	19.0	15.0	14.0	12.0	13.0	5.0	5.0	66.0	43.0	16.0	72.0	70.0	46.0	12.0	27.0	45.0	37.0	85.0	29.0	15.0	48.0
WBGene00006944	wrn-1	5.0	8.0		3.0	2.0	3.0	7.0	9.0	13.0	3.0	5.0	51.0	25.0	16.0	9.0	8.0	8.0	0.7	5.0	3.0	3.0	6.0	22.0	14.0	5.0
WBGene00006945	wars-1	29.0	17.0	5.0	9.0	24.0	26.0	48.0	22.0	43.0	17.0	18.0	71.0	51.0	36.0	30.0	32.0	31.0	13.0	31.0	35.0	18.0	28.0	44.0	56.0	18.0
WBGene00006946	prx-10	19.0	5.0	1.0	2.0	6.0	6.0	12.0	15.0	15.0	4.0	4.0	27.0	10.0	18.0	30.0	13.0	15.0	3.0	14.0	11.0	16.0	25.0	14.0	17.0	12.0
WBGene00006947	wrt-1	701.0	0.1		2.0	0.7	6.0	113.0	2.0	66.0	19.0	28.0	0.3	1.0	0.6	71.0	30.0	124.0	0.2	347.0	21.0		7.0	1.0	1.0	14.0
WBGene00006948	wrt-2	698.0	0.2		2.0	2.0	10.0	227.0	7.0	86.0	16.0	27.0		1.0	0.8	84.0	15.0	158.0	0.3	379.0	17.0	0.1	10.0	0.7	2.0	42.0
WBGene00006949	wrt-3	6.0	0.4		1.0	3.0		7.0	7.0	12.0	2.0	4.0		0.6	9.0	1.0		2.0	0.2	13.0	4.0	0.1	0.2	2.0	9.0	0.3
WBGene00006950	wrt-4	67.0	0.1			0.2	0.3	62.0	0.4	18.0	51.0	54.0		2.0	0.2	3.0	0.4	25.0	0.1	69.0	4.0	0.1	0.8	3.0		0.8
WBGene00006951	wrt-5	27.0	5.0		1.0	6.0	0.9	14.0	15.0	8.0	11.0	7.0	3.0	11.0	10.0	19.0	9.0	35.0	11.0	20.0	19.0	19.0	16.0	6.0	16.0	12.0
WBGene00006952	wrt-6	94.0			0.4	0.9	4.0	36.0	1.0	39.0	55.0	36.0		1.0	0.5	7.0	4.0	51.0	6.0	54.0	12.0	2.0	4.0	3.0	0.4	3.0
WBGene00006953	wrt-7							0.1	10.0	0.5	0.3	0.6			0.4			0.3	0.1	0.4		0.2	0.1	0.1	0.3	1.0
WBGene00006954	wrt-8	8.0						7.0	0.9	2.0	7.0	5.0		0.1	0.1	0.4		13.0	0.1	16.0	2.0		0.2	0.5		0.1
WBGene00006955	wrt-9	58.0	0.1		0.5	3.0	2.0	23.0	5.0	9.0	8.0	7.0		0.6	2.0	3.0	6.0	26.0		79.0	6.0	0.2	0.9	0.6	1.0	3.0
WBGene00006956	wrt-10	331.0	1.0	0.2	1.0	2.0	36.0	341.0	29.0	375.0	18.0	40.0	0.1	5.0	6.0	990.0	126.0	220.0	189.0	127.0	34.0	143.0	988.0	2.0	5.0	89.0
WBGene00006957	wsp-1	70.0	16.0	44.0	23.0	84.0	37.0	21.0	16.0	17.0	5.0	7.0	33.0	28.0	15.0	24.0	52.0	38.0	2.0	69.0	50.0	14.0	16.0	14.0	16.0	29.0
WBGene00006958	wve-1	28.0	25.0	30.0	20.0	20.0	54.0	16.0	13.0	14.0	7.0	10.0	60.0	61.0	12.0	38.0	71.0	89.0	22.0	38.0	35.0	58.0	40.0	24.0	17.0	85.0
WBGene00006959	xbp-1	424.0	36.0	649.0	1007.0	463.0	232.0	400.0	397.0	286.0	79.0	191.0	89.0	207.0	304.0	358.0	458.0	189.0	43.0	387.0	647.0	71.0	285.0	102.0	234.0	121.0
WBGene00006960	xbx-1	13.0			1.0	2.0		0.9	2.0	0.5	0.7	7.0		0.1	2.0	6.0	1.0	2.0	0.2	11.0	5.0	0.2	2.0	0.3	2.0	0.9
WBGene00006961	xnp-1	37.0	7.0	2.0	21.0	26.0	17.0	34.0	29.0	34.0	6.0	13.0	37.0	33.0	32.0	87.0	11.0	60.0	5.0	37.0	22.0	43.0	77.0	25.0	34.0	27.0
WBGene00006962	xol-1	0.4	0.2		2.0	0.2		0.1		0.4	0.2	0.8	0.7	1.0	0.1	1.0	0.4	10.0	3.0	0.7	1.0	9.0	3.0	1.0		6.0
WBGene00006963	xpa-1	41.0	12.0	10.0	25.0	13.0	22.0	13.0	10.0	14.0	5.0	9.0	44.0	25.0	16.0	45.0	27.0	16.0	22.0	22.0	20.0	31.0	43.0	34.0	18.0	21.0
WBGene00006964	xrn-2	26.0	13.0	0.3	2.0	3.0	7.0	24.0	17.0	26.0	9.0	13.0	38.0	52.0	14.0	38.0	11.0	70.0	7.0	31.0	19.0	19.0	30.0	22.0	29.0	19.0
WBGene00006965	xtr-1	5.0			2.0	10.0	0.2	11.0	1.0	5.0	2.0	15.0	0.1	2.0	2.0	0.7	0.1	1.0		6.0			0.2	1.0	2.0	
WBGene00006966	xtr-2	0.3			1.0	3.0	0.2	0.7	0.2	0.2		18.0			0.6		13.0			0.8					0.4	
WBGene00006968	yars-2	17.0	8.0	2.0	8.0	11.0	11.0	20.0	16.0	22.0	8.0	9.0	20.0	27.0	27.0	21.0	12.0	27.0	13.0	14.0	20.0	22.0	21.0	23.0	30.0	19.0
WBGene00006970	zag-1	132.0	0.2	37.0	136.0	40.0	74.0	15.0	15.0	4.0	1.0	2.0		1.0	11.0	109.0	105.0	62.0	7.0	86.0	46.0	10.0	66.0	0.5	11.0	19.0
WBGene00006971	zak-1	8.0	1.0	0.1	2.0	10.0	1.0	6.0	4.0	6.0	2.0	2.0	0.1	1.0	6.0	14.0	3.0	3.0	0.4	9.0	6.0	1.0	6.0	2.0	7.0	0.8
WBGene00006974	zen-4	33.0	49.0	0.3	7.0	4.0	0.8	12.0	10.0	16.0	6.0	10.0	109.0	90.0	13.0	95.0	63.0	136.0	29.0	26.0	22.0	123.0	115.0	43.0	11.0	131.0
WBGene00006975	zfp-1	194.0	21.0	162.0	153.0	328.0	129.0	62.0	72.0	44.0	8.0	18.0	32.0	70.0	86.0	167.0	206.0	91.0	11.0	159.0	110.0	42.0	185.0	25.0	67.0	60.0
WBGene00006976	zhp-3	9.0	18.0	2.0	4.0	2.0	0.4	3.0	11.0	9.0	9.0	8.0	50.0	26.0	12.0	10.0	1.0	45.0	5.0	12.0	4.0	12.0	7.0	23.0	16.0	26.0
WBGene00006977	zif-1	36.0	119.0	0.1	11.0	10.0	1.0	6.0	17.0	8.0	5.0	4.0	118.0	91.0	11.0	13.0	28.0	60.0	2.0	26.0	2.0	7.0	5.0	59.0	9.0	104.0
WBGene00006978	zig-1	208.0	2.0	59.0	152.0	195.0	440.0	62.0	65.0	43.0	11.0	27.0	0.1	5.0	51.0	140.0	425.0	51.0	7.0	167.0	30.0	13.0	49.0	14.0	50.0	11.0
WBGene00006979	zig-2		0.2		0.5	0.3	2.0	1.0		5.0	3.0	5.0		2.0	0.1							0.2		2.0		
WBGene00006980	zig-3	8.0		13.0	15.0	34.0		5.0	17.0	1.0	2.0	16.0		2.0	4.0	2.0	0.1	4.0	0.1	5.0	2.0	0.1	0.8	0.8	8.0	0.4
WBGene00006981	zig-4	31.0		0.1	10.0	13.0	2.0	14.0	6.0	6.0	2.0	10.0	0.1	2.0	4.0	69.0	31.0	16.0	9.0	24.0	23.0	7.0	43.0	1.0	7.0	4.0
WBGene00006982	zig-5	9.0	0.3	51.0	234.0	57.0	3.0	19.0	136.0	6.0	3.0	11.0	1.0	4.0	117.0	5.0	6.0	11.0	4.0	18.0	16.0	6.0	3.0	2.0	80.0	2.0
WBGene00006983	zig-6	16.0			1.0	13.0	6.0	8.0	4.0	15.0	4.0	12.0		2.0	4.0	31.0	5.0	5.0	3.0	5.0	2.0	0.9	11.0	3.0	17.0	0.6
WBGene00006984	zig-7	30.0	0.9		5.0	7.0	3.0	20.0	26.0	34.0	19.0	41.0	0.8	28.0	37.0	19.0	7.0	13.0	3.0	30.0	3.0	3.0	11.0	26.0	39.0	2.0
WBGene00006985	zig-8	87.0	0.3	3.0	19.0	14.0	9.0	13.0	10.0	5.0	1.0	3.0	0.1	0.8	6.0	60.0	10.0	21.0	0.4	58.0	28.0	1.0	18.0	2.0	5.0	3.0
WBGene00006986	zip-1	11.0	0.3	11.0	30.0	32.0	16.0	12.0	17.0	15.0	4.0	19.0	5.0	5.0	19.0	8.0	26.0	4.0	0.3	13.0	12.0	0.3	3.0	4.0	15.0	2.0
WBGene00006987	zmp-1	25.0			2.0	4.0	0.9	6.0	4.0	4.0	2.0	4.0	0.3	0.4	2.0	28.0	27.0	4.0	82.0	13.0	3.0	25.0	26.0	2.0	2.0	3.0
WBGene00006988	zyg-1	10.0	18.0	0.3	2.0	2.0	5.0	9.0	8.0	11.0	4.0	4.0	43.0	29.0	14.0	21.0	12.0	35.0	12.0	10.0	5.0	44.0	33.0	21.0	14.0	52.0
WBGene00006993	zyg-8	43.0	7.0	7.0	16.0	15.0	15.0	15.0	16.0	18.0	6.0	10.0	36.0	33.0	15.0	28.0	40.0	31.0	6.0	30.0	16.0	16.0	24.0	13.0	18.0	24.0
WBGene00006994	zyg-9	40.0	39.0	35.0	36.0	30.0	52.0	40.0	25.0	33.0	7.0	15.0	136.0	98.0	25.0	43.0	37.0	72.0	10.0	36.0	43.0	44.0	50.0	44.0	24.0	71.0
WBGene00006996	zyg-11	39.0	94.0	54.0	51.0	108.0	23.0	29.0	63.0	28.0	16.0	41.0	216.0	159.0	55.0	31.0	38.0	56.0	4.0	37.0	14.0	18.0	23.0	89.0	37.0	68.0
WBGene00006997	zyg-12	45.0	39.0	7.0	8.0	9.0	17.0	19.0	17.0	21.0	10.0	14.0	65.0	59.0	18.0	46.0	19.0	69.0	11.0	39.0	20.0	45.0	46.0	37.0	19.0	70.0
WBGene00006999	zyx-1	145.0	3.0	43.0	169.0	108.0	160.0	97.0	180.0	95.0	38.0	50.0	3.0	47.0	74.0	42.0	21.0	45.0	0.6	147.0	20.0	3.0	10.0	32.0	71.0	17.0
WBGene00007000	tufm-1	197.0	51.0	13.0	16.0	29.0	67.0	192.0	76.0	172.0	54.0	31.0	251.0	105.0	82.0	154.0	56.0	100.0	48.0	174.0	187.0	90.0	119.0	135.0	105.0	118.0
WBGene00007001	tufm-2	37.0	20.0	0.5	5.0	3.0	6.0	34.0	20.0	44.0	15.0	11.0	41.0	33.0	24.0	30.0	18.0	30.0	4.0	30.0	25.0	10.0	24.0	39.0	25.0	14.0
WBGene00007006	npr-3	4.0	0.2	0.1	24.0	23.0	3.0	7.0	13.0	2.0	0.8	2.0		0.4	19.0	0.8		2.0	0.2	6.0	3.0	0.3	0.5	0.6	17.0	0.6
WBGene00007007	mak-2	103.0	7.0	45.0	41.0	85.0	32.0	34.0	46.0	36.0	10.0	9.0	9.0	16.0	140.0	98.0	115.0	61.0	56.0	85.0	92.0	61.0	93.0	11.0	70.0	51.0
WBGene00007008	rfp-1	55.0	25.0	3.0	22.0	20.0	39.0	35.0	25.0	25.0	7.0	8.0	86.0	43.0	28.0	101.0	22.0	81.0	14.0	45.0	28.0	56.0	99.0	40.0	29.0	50.0
WBGene00007009	wwp-1	163.0	77.0	99.0	85.0	159.0	116.0	68.0	85.0	59.0	18.0	32.0	96.0	139.0	73.0	144.0	156.0	139.0	20.0	135.0	91.0	114.0	155.0	51.0	64.0	197.0
WBGene00007010	alx-1	63.0	29.0	22.0	50.0	56.0	54.0	64.0	87.0	66.0	18.0	43.0	59.0	87.0	54.0	72.0	44.0	88.0	7.0	76.0	83.0	38.0	65.0	36.0	57.0	62.0
WBGene00007011	mdt-1.2	11.0	6.0	3.0	4.0	6.0	4.0	6.0	5.0	6.0	2.0	2.0	6.0	8.0	5.0	19.0	18.0	14.0	6.0	8.0	9.0	12.0	21.0	6.0	6.0	11.0
WBGene00007012	mdt-4	39.0	25.0	7.0	16.0	20.0	13.0	12.0	22.0	22.0	11.0	11.0	56.0	55.0	30.0	55.0	50.0	87.0	72.0	26.0	26.0	76.0	73.0	29.0	33.0	67.0
WBGene00007013	mdt-8	31.0	51.0	3.0	19.0	29.0	28.0	19.0	18.0	17.0	8.0	11.0	68.0	83.0	18.0	36.0	20.0	83.0	6.0	28.0	19.0	24.0	26.0	32.0	15.0	36.0
WBGene00007014	mdt-10	30.0	16.0		2.0	3.0	3.0	13.0	22.0	20.0	12.0	15.0	32.0	26.0	23.0	75.0	5.0	53.0	194.0	32.0	20.0	128.0	76.0	30.0	21.0	23.0
WBGene00007015	mdt-11	80.0	29.0	12.0	13.0	18.0	13.0	14.0	26.0	19.0	15.0	25.0	24.0	38.0	21.0	118.0	64.0	81.0	184.0	62.0	25.0	145.0	123.0	28.0	25.0	56.0
WBGene00007016	mdt-15	209.0	16.0	184.0	211.0	460.0	99.0	86.0	128.0	74.0	16.0	37.0	28.0	96.0	115.0	189.0	161.0	130.0	10.0	216.0	77.0	41.0	190.0	46.0	116.0	80.0
WBGene00007017	mdt-17	13.0	36.0	6.0	2.0	2.0	7.0	7.0	9.0	11.0	7.0	40.0	34.0	46.0	12.0	18.0	10.0	48.0	16.0	21.0	14.0	37.0	19.0	20.0	19.0	58.0
WBGene00007018	mdt-18	20.0	9.0		2.0	2.0	2.0	11.0	10.0	14.0	5.0	4.0	29.0	14.0	15.0	49.0	11.0	27.0	54.0	15.0	7.0	74.0	53.0	20.0	13.0	33.0
WBGene00007019	mdt-19	39.0	22.0	6.0	15.0	10.0	21.0	13.0	24.0	20.0	13.0	13.0	51.0	43.0	17.0	39.0	36.0	60.0	110.0	29.0	25.0	132.0	55.0	32.0	23.0	51.0
WBGene00007020	mdt-20	25.0	17.0	9.0	7.0	10.0	9.0	14.0	20.0	15.0	15.0	14.0	43.0	34.0	20.0	54.0	23.0	58.0	168.0	27.0	24.0	150.0	62.0	22.0	26.0	60.0
WBGene00007021	immp-1	23.0	5.0		3.0	2.0	3.0	11.0	11.0	13.0	13.0	9.0	19.0	12.0	8.0	37.0	12.0	26.0	128.0	18.0	16.0	51.0	43.0	12.0	11.0	13.0
WBGene00007022	mdt-22	46.0	37.0	10.0	14.0	16.0	17.0	23.0	35.0	31.0	17.0	27.0	78.0	56.0	38.0	67.0	26.0	74.0	183.0	41.0	11.0	189.0	45.0	47.0	43.0	111.0
WBGene00007023	mdt-27	93.0	20.0	7.0	10.0	21.0	9.0	29.0	29.0	22.0	8.0	10.0	68.0	30.0	48.0	104.0	74.0	54.0	43.0	62.0	40.0	72.0	106.0	33.0	39.0	43.0
WBGene00007024	plin-1	77.0	118.0	24.0	208.0	92.0	31.0	78.0	162.0	74.0	44.0	101.0	135.0	276.0	83.0	47.0	151.0	146.0	6.0	77.0	23.0	52.0	44.0	109.0	80.0	209.0
WBGene00007025	mdt-29	32.0	7.0	14.0	21.0	40.0	37.0	20.0	19.0	16.0	8.0	12.0	41.0	43.0	21.0	49.0	44.0	67.0	15.0	35.0	36.0	33.0	47.0	12.0	21.0	34.0
WBGene00007026	mdt-31	34.0	9.0	0.3	9.0	10.0	13.0	18.0	25.0	17.0	11.0	20.0	30.0	20.0	30.0	86.0	24.0	48.0	532.0	31.0	20.0	338.0	81.0	22.0	38.0	52.0
WBGene00007027	ssl-1	40.0	32.0	34.0	53.0	34.0	41.0	24.0	20.0	18.0	5.0	7.0	67.0	54.0	20.0	59.0	133.0	72.0	4.0	45.0	36.0	21.0	65.0	18.0	14.0	62.0
WBGene00007028	trr-1	17.0	24.0	7.0	11.0	13.0	18.0	19.0	7.0	10.0	3.0	3.0	62.0	33.0	8.0	40.0	40.0	46.0	2.0	15.0	14.0	19.0	46.0	13.0	7.0	41.0
WBGene00007029	mys-1	57.0	27.0	4.0	20.0	21.0	35.0	16.0	31.0	17.0	7.0	12.0	64.0	46.0	34.0	73.0	15.0	70.0	19.0	47.0	25.0	48.0	59.0	36.0	31.0	66.0
WBGene00007030	epc-1	136.0	58.0	249.0	224.0	217.0	129.0	63.0	58.0	34.0	11.0	20.0	71.0	100.0	46.0	143.0	307.0	133.0	17.0	127.0	107.0	95.0	140.0	32.0	44.0	149.0
WBGene00007036	sod-5	2.0	0.7		0.6	3.0	0.5		196.0	0.2	0.4	0.3	0.1	0.5	297.0	1.0	25.0	4.0	0.6	3.0	3.0	1.0	0.3	0.2	139.0	1.0
