# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2596
# Selected columns: 7 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:49
Gene ID	Gene Name	adipose tissue	duodenum	hypothalamus	kidney	liver	lung	muscle tissue
ENSBTAG00000001780	SARS2	10.0	5.0	6.0	18.0	7.0	27.0	14.0
ENSBTAG00000001781	TOMM40	19.0	24.0	22.0	40.0	14.0	32.0	25.0
ENSBTAG00000001782	MRPS12	13.0	10.0	5.0	27.0	22.0	27.0	16.0
ENSBTAG00000001783	FBXO17	5.0	6.0	5.0	7.0	6.0	4.0	1.0
ENSBTAG00000001784	LDLRAD2			0.5			0.2	
ENSBTAG00000001785	TGM3	5.0	0.2	0.1	0.6	0.8	16.0	0.4
ENSBTAG00000001786	HYKK	9.0	2.0	5.0	107.0	18.0	6.0	13.0
ENSBTAG00000001788	bovAggrus	20.0	2.0	11.0	12.0	0.1	207.0	7.0
ENSBTAG00000001790	SAFB2	37.0	14.0	36.0	76.0	45.0	101.0	20.0
ENSBTAG00000001792	C19orf70	110.0	79.0	41.0	304.0	96.0	128.0	176.0
ENSBTAG00000001793	HSD11B1L	3.0	0.4	7.0	8.0	3.0	3.0	2.0
ENSBTAG00000001794	RPL36	283.0	235.0	54.0	497.0	64.0	463.0	486.0
ENSBTAG00000001795	LONP1	44.0	39.0	21.0	90.0	17.0	54.0	25.0
ENSBTAG00000001796	CATSPERD	11.0	0.5	11.0	11.0	7.0	14.0	1.0
ENSBTAG00000001801	SYT4	32.0	4.0	92.0	13.0	25.0	26.0	14.0
ENSBTAG00000001803	FHL5	3.0	2.0	2.0	0.4		3.0	0.1
ENSBTAG00000001804	GPR179			0.1				
ENSBTAG00000001805	TWSG1	44.0	6.0	35.0	21.0	14.0	46.0	15.0
ENSBTAG00000001806	IQCD	1.0	0.1	10.0	3.0	0.5	6.0	0.8
ENSBTAG00000001807	AKAP8	24.0	11.0	18.0	21.0	15.0	33.0	6.0
ENSBTAG00000001808	LACTB2	35.0	9.0	36.0	68.0	80.0	9.0	15.0
ENSBTAG00000001809	DUSP21			0.2				
ENSBTAG00000001810	SCAF11	39.0	16.0	29.0	12.0	9.0	16.0	24.0
ENSBTAG00000001812	H1FOO	0.1			0.2	0.3	0.6	0.1
ENSBTAG00000001814	PLXND1	65.0	6.0	5.0	16.0	5.0	132.0	3.0
ENSBTAG00000001815	ARHGEF5	0.2		0.1	8.0	15.0	12.0	16.0
ENSBTAG00000001816	SLC25A42	3.0	7.0	2.0	8.0	12.0	7.0	2.0
ENSBTAG00000001817	TMEM161A	9.0	11.0	7.0	11.0	5.0	13.0	5.0
ENSBTAG00000001818	MEF2B	3.0	0.4	0.3	2.0	1.0	3.0	1.0
ENSBTAG00000001819	ENSBTAG00000001819							45.0
ENSBTAG00000001821	PRRC2C	37.0	10.0	39.0	19.0	8.0	31.0	22.0
ENSBTAG00000001822	SNX10	21.0	0.9	175.0	11.0	89.0	35.0	5.0
ENSBTAG00000001823	STC2		0.2		0.1		0.8	2.0
ENSBTAG00000001824	SLC2A6	3.0	0.4	7.0	3.0	0.4	26.0	0.6
ENSBTAG00000001825	SP6	0.1			0.2		0.2	
ENSBTAG00000001826	SASH1	18.0	3.0	38.0	5.0	1.0	44.0	3.0
ENSBTAG00000001827	GID8	26.0	20.0	24.0	49.0	26.0	53.0	40.0
ENSBTAG00000001828	SCRN2	13.0	4.0	3.0	197.0	12.0	19.0	5.0
ENSBTAG00000001829	SLC17A9	6.0	0.2	0.7	15.0	9.0	11.0	16.0
ENSBTAG00000001830	LRRC46	0.4		2.0	2.0	0.1	8.0	0.1
ENSBTAG00000001832	MRPL10	38.0	11.0	13.0	36.0	15.0	27.0	20.0
ENSBTAG00000001834	PNKP	21.0	5.0	5.0	39.0	9.0	70.0	10.0
ENSBTAG00000001835	GJA1	63.0	2.0	434.0	11.0	4.0	71.0	9.0
ENSBTAG00000001836	ENSBTAG00000001836	1.0	6.0	0.2	0.1	0.1	0.2	0.3
ENSBTAG00000001838	LRRC36	0.6		2.0		0.1	3.0	0.1
ENSBTAG00000001839	OCIAD2	48.0	3.0	58.0	269.0	214.0	77.0	251.0
ENSBTAG00000001840	INO80B	25.0	18.0	10.0	30.0	13.0	41.0	13.0
ENSBTAG00000001842	GSTM3	68.0	66.0	223.0	91.0	481.0	106.0	152.0
ENSBTAG00000001843	WBP1	29.0	7.0	20.0	82.0	36.0	71.0	21.0
ENSBTAG00000001844	MOGS	12.0	3.0	4.0	25.0	20.0	38.0	18.0
ENSBTAG00000001845	ENSBTAG00000001845				0.2			71.0
ENSBTAG00000001847	CNTLN	7.0	0.5	4.0	2.0	2.0	4.0	0.4
ENSBTAG00000001848	KATNB1	7.0	5.0	9.0	13.0	3.0	21.0	5.0
ENSBTAG00000001851	ENSBTAG00000001851		4.0		4.0	0.2	33.0	80.0
ENSBTAG00000001852	BREH1	21.0	4.0	1.0	697.0	31.0	6.0	186.0
ENSBTAG00000001854	CIAPIN1	46.0	7.0	43.0	81.0	14.0	44.0	22.0
ENSBTAG00000001855	COQ9	60.0	80.0	19.0	103.0	42.0	43.0	38.0
ENSBTAG00000001856	POLR2C	61.0	48.0	45.0	87.0	37.0	98.0	29.0
ENSBTAG00000001857	DOK4	3.0	1.0	4.0	14.0	13.0	62.0	10.0
ENSBTAG00000001858	ENSBTAG00000001858	8.0	8.0	10.0	4.0	16.0	3.0	2.0
ENSBTAG00000001861	SESTD1	50.0	8.0	42.0	15.0	17.0	27.0	12.0
ENSBTAG00000001862	PPP2R2B	0.4	0.1	76.0	4.0	77.0		0.5
ENSBTAG00000001864	NR4A3	3.0	5.0	1.0	0.3	0.1	8.0	0.8
ENSBTAG00000001865	SGCG	0.9	39.0	0.2			0.5	
ENSBTAG00000001866	EMX1	0.1		0.1	48.0	0.1	0.4	
ENSBTAG00000001867	SACS	4.0	3.0	9.0	0.6	0.9	2.0	0.6
ENSBTAG00000001868	PCYT2	51.0	12.0	16.0	102.0	55.0	26.0	63.0
ENSBTAG00000001870	CPNE6			33.0	0.1		0.1	
ENSBTAG00000001872	ORC6	22.0	2.0	12.0	10.0	11.0	24.0	10.0
ENSBTAG00000001874	DOCK3	1.0	0.1	24.0	0.3	0.4	0.8	0.1
ENSBTAG00000001877	ENSBTAG00000001877	11.0	3.0	3.0	8.0	13.0	11.0	27.0
ENSBTAG00000001879	ENSBTAG00000001879	8.0	6.0	2.0	19.0	3.0	43.0	0.6
ENSBTAG00000001880	VGLL1				0.2	0.2		
ENSBTAG00000001881	SLC10A1	5.0	0.6	2.0	0.9	627.0	1.0	0.4
ENSBTAG00000001882	CD79A	37.0	0.1	0.2	1.0	2.0	18.0	16.0
ENSBTAG00000001885	COPRS	20.0	4.0	29.0	10.0	1.0	4.0	5.0
ENSBTAG00000001886	FAM122B	17.0	2.0	19.0	7.0	4.0	18.0	8.0
ENSBTAG00000001887	STAM2	18.0	5.0	22.0	9.0	10.0	13.0	23.0
ENSBTAG00000001888	MED13L	32.0	16.0	15.0	8.0	3.0	32.0	12.0
ENSBTAG00000001889	C22H3orf14	6.0	0.1	13.0	2.0	2.0	1.0	3.0
ENSBTAG00000001890	RUBCN	8.0	0.9	12.0	8.0	2.0	19.0	5.0
ENSBTAG00000001892	YAE1D1	16.0	10.0	17.0	14.0	11.0	11.0	11.0
ENSBTAG00000001893	TM4SF4			1.0	2.0	448.0		1080.0
ENSBTAG00000001894	NEDD1	20.0	22.0	8.0	6.0	14.0	15.0	6.0
ENSBTAG00000001895	PGGT1B	29.0	8.0	18.0	12.0	7.0	19.0	14.0
ENSBTAG00000001898	CCDC112	12.0	1.0	13.0	3.0	2.0	10.0	2.0
ENSBTAG00000001899	KCNH7			3.0		0.1		
ENSBTAG00000001900	ENSBTAG00000001900	0.8	0.2	0.7	0.3	0.2	2.0	0.1
ENSBTAG00000001901	ENSBTAG00000001901					0.4		
ENSBTAG00000001902	CEP295	13.0	2.0	14.0	4.0	8.0	7.0	4.0
ENSBTAG00000001903	C11H2orf50	0.3	0.2	2.0	0.3	0.1	11.0	
ENSBTAG00000001904	ZNF276	19.0	2.0	5.0	19.0	12.0	57.0	5.0
ENSBTAG00000001906	FANCA	7.0	0.3	2.0	2.0	2.0	9.0	2.0
ENSBTAG00000001908	DLD	104.0	143.0	89.0	79.0	43.0	39.0	42.0
ENSBTAG00000001911	ENSBTAG00000001911			8.0	0.8		0.1	
ENSBTAG00000001912	TRPV5				9.0		0.1	0.6
ENSBTAG00000001915	APOH				73.0	7486.0	0.5	7.0
ENSBTAG00000001917	C11orf16	0.1		0.6	1.0		5.0	0.3
ENSBTAG00000001918	STXBP5L	0.1	0.2	11.0	0.2		0.8	0.6
ENSBTAG00000001919	ZNF652	8.0	7.0	11.0	3.0	3.0	11.0	7.0
ENSBTAG00000001920	POLQ	0.6	0.1	0.3	2.0	0.2	0.2	0.9
ENSBTAG00000001922	AKIP1	32.0	3.0	22.0	38.0	24.0	51.0	13.0
ENSBTAG00000001925	TMPRSS11D				0.1			
ENSBTAG00000001926	RAD23B	83.0	218.0	70.0	41.0	100.0	88.0	62.0
ENSBTAG00000001927	ATP6V1C2	0.9	0.4	1.0	27.0	1.0	25.0	1.0
ENSBTAG00000001928	PDIA6	148.0	26.0	94.0	227.0	192.0	207.0	216.0
ENSBTAG00000001931	TRABD	43.0	15.0	7.0	86.0	28.0	99.0	20.0
ENSBTAG00000001932	CRAT	99.0	201.0	14.0	160.0	25.0	76.0	43.0
ENSBTAG00000001933	PTPA	44.0	59.0	33.0	65.0	17.0	84.0	41.0
ENSBTAG00000001936	PCK1	39.0	0.4	0.1	1632.0	666.0	15.0	102.0
ENSBTAG00000001937	ANAPC11	36.0	52.0	12.0	90.0	40.0	68.0	41.0
ENSBTAG00000001938	CKS2	26.0	3.0	4.0	15.0	24.0	34.0	65.0
ENSBTAG00000001939	SECISBP2	20.0	15.0	13.0	19.0	8.0	34.0	10.0
ENSBTAG00000001941	SEMA4D	10.0	101.0	54.0	27.0	2.0	14.0	7.0
ENSBTAG00000001942	SNX27	25.0	19.0	37.0	15.0	2.0	30.0	9.0
ENSBTAG00000001945	ARG2	5.0	3.0	11.0	22.0	7.0	6.0	4.0
ENSBTAG00000001947	ZNF514	2.0	0.3	3.0	0.5	1.0	0.5	0.2
ENSBTAG00000001948	VTI1B	91.0	38.0	88.0	122.0	34.0	93.0	72.0
ENSBTAG00000001949	ZNF2	5.0	4.0	5.0	3.0	2.0	7.0	2.0
ENSBTAG00000001950	RDH11	13.0	3.0	27.0	29.0	7.0	47.0	44.0
ENSBTAG00000001952	PROM2			0.3	5.0	0.1	11.0	0.1
ENSBTAG00000001956	HINT3	12.0	18.0	21.0	13.0	26.0	11.0	15.0
ENSBTAG00000001957	TRMT11	11.0	4.0	8.0	6.0	8.0	7.0	5.0
ENSBTAG00000001959	TFAP2E				0.1		1.0	0.6
ENSBTAG00000001961	MAP1B	21.0	3.0	265.0	1.0	0.1	2.0	1.0
ENSBTAG00000001962	MRPS27	29.0	16.0	20.0	28.0	18.0	28.0	22.0
ENSBTAG00000001966	PDGFRL	83.0	3.0	2.0	0.6	0.2	12.0	1.0
ENSBTAG00000001968	TTC14	31.0	3.0	44.0	12.0	39.0	18.0	5.0
ENSBTAG00000001969	CCDC39	0.3	0.1	3.0	0.5	0.8	8.0	0.1
ENSBTAG00000001975	DRP2	0.3	0.5	7.0	0.2	0.1		0.2
ENSBTAG00000001976	PPP1R17			4.0			0.2	
ENSBTAG00000001977	YIPF6	28.0	4.0	24.0	13.0	13.0	19.0	27.0
ENSBTAG00000001979	TAF7L	0.4	0.3	1.0		0.2		0.1
ENSBTAG00000001981	SLC6A17	1.0	0.1	24.0	2.0		1.0	0.1
ENSBTAG00000001983	SMAGP	7.0	1.0	1.0	23.0	1.0	9.0	8.0
ENSBTAG00000001985	SRMS	0.2			1.0	0.1	1.0	0.1
ENSBTAG00000001987	HSPC321	53.0	3.0	17.0	31.0	70.0	80.0	28.0
ENSBTAG00000001988	EIF3D	150.0	85.0	52.0	101.0	41.0	180.0	144.0
ENSBTAG00000001992	CYP51A1	18.0	1.0	157.0	14.0	105.0	28.0	63.0
ENSBTAG00000001994	FAM187B						0.1	
ENSBTAG00000001996	SNRNP70	64.0	14.0	35.0	133.0	28.0	204.0	27.0
ENSBTAG00000001997	MROH2B	0.1				0.9		
ENSBTAG00000001998	ST6GALNAC1							0.4
ENSBTAG00000001999	MGC143285	14.0	4.0	10.0	7.0	6.0	12.0	8.0
ENSBTAG00000002000	TIMM8B	46.0	63.0	30.0	64.0	43.0	45.0	41.0
ENSBTAG00000002001	ENSBTAG00000002001	0.4	0.1	0.4			0.7	
ENSBTAG00000002002	ATAD2	12.0	0.7	4.0	1.0	5.0	6.0	7.0
ENSBTAG00000002004	LLPH	65.0	24.0	32.0	37.0	43.0	33.0	40.0
ENSBTAG00000002006	THBS1	134.0	13.0	6.0	88.0	6.0	200.0	11.0
ENSBTAG00000002007	PRG3				0.2		0.9	
ENSBTAG00000002009	ENSBTAG00000002009	0.4			0.2			1.0
ENSBTAG00000002010	PI4K2A	18.0	4.0	17.0	15.0	7.0	25.0	7.0
ENSBTAG00000002011	KIAA0895	0.5	0.1	2.0	0.4	0.4	0.3	0.1
ENSBTAG00000002012	FAM96A	95.0	29.0	55.0	219.0	152.0	68.0	66.0
ENSBTAG00000002014	SNX1	67.0	35.0	108.0	60.0	16.0	78.0	25.0
ENSBTAG00000002015	RPS6KA6	7.0	0.4	25.0	10.0	11.0	4.0	2.0
ENSBTAG00000002016	ENSBTAG00000002016			0.1				
ENSBTAG00000002018	EIF5A	283.0	341.0	128.0	319.0	210.0	262.0	327.0
ENSBTAG00000002019	SERPINB5	0.2		0.3	0.3	2.0	1.0	5.0
ENSBTAG00000002020	CREBRF	17.0	5.0	17.0	5.0	3.0	4.0	6.0
ENSBTAG00000002021	BNIP1	8.0	2.0	8.0	10.0	6.0	14.0	5.0
ENSBTAG00000002023	NOS1	0.1	10.0	2.0	0.1		0.3	0.1
ENSBTAG00000002024	ASB18	0.1	5.0				0.1	
ENSBTAG00000002025	AMIGO2	20.0	0.8	14.0	5.0	3.0	5.0	0.9
ENSBTAG00000002026	RPL5	1162.0	345.0	407.0	487.0	631.0	679.0	2095.0
ENSBTAG00000002027	FAM167B	3.0	0.1		23.0	7.0	0.7	0.2
ENSBTAG00000002028	FAM69A	12.0	8.0	45.0	3.0	37.0	7.0	3.0
ENSBTAG00000002029	IGSF5			0.2	62.0	26.0	26.0	36.0
ENSBTAG00000002030	SPP2	23.0	3.0	0.2	0.1	3812.0		2.0
ENSBTAG00000002033	UBXN2A	8.0	22.0	19.0	5.0	9.0	4.0	6.0
ENSBTAG00000002034	MFSD2B	1.0	1.0	3.0	0.9	1.0	1.0	0.1
ENSBTAG00000002035	ARL5C	4.0		0.2		0.2	0.6	0.8
ENSBTAG00000002036	CACNB1	6.0	81.0	17.0	3.0	1.0	9.0	0.3
ENSBTAG00000002037	ATXN7L1	5.0	3.0	3.0	4.0	3.0	8.0	3.0
ENSBTAG00000002038	RPL14	1508.0	354.0	499.0	1228.0	890.0	1551.0	2470.0
ENSBTAG00000002039	FRMD8	15.0	3.0	3.0	12.0	2.0	30.0	5.0
ENSBTAG00000002041	SASH3	26.0	1.0	3.0	4.0	7.0	21.0	12.0
ENSBTAG00000002042	RIC8A	31.0	5.0	13.0	29.0	7.0	44.0	22.0
ENSBTAG00000002044	SIRT3	25.0	10.0	12.0	35.0	28.0	7.0	5.0
ENSBTAG00000002045	PSMD13	89.0	47.0	70.0	65.0	27.0	94.0	76.0
ENSBTAG00000002046	COX8B	25.0	220.0	10.0	37.0	10.0	26.0	162.0
ENSBTAG00000002048	PTPN11	102.0	59.0	140.0	22.0	6.0	63.0	23.0
ENSBTAG00000002049	HADH	271.0	91.0	33.0	445.0	292.0	80.0	162.0
ENSBTAG00000002050	COA7	7.0	8.0	7.0	7.0	9.0	6.0	7.0
ENSBTAG00000002051	ENSBTAG00000002051	48.0	5.0	15.0	31.0	21.0	196.0	23.0
ENSBTAG00000002052	PLOD1	33.0	13.0	13.0	36.0	18.0	91.0	17.0
ENSBTAG00000002055	ZFP28	5.0	2.0	4.0	5.0	2.0	16.0	2.0
ENSBTAG00000002056	MARS2	4.0	2.0	4.0	7.0	5.0	4.0	4.0
ENSBTAG00000002058	ASF1A	16.0	13.0	22.0	19.0	16.0	18.0	21.0
ENSBTAG00000002059	MCM9	10.0	0.9	4.0	4.0	3.0	10.0	4.0
ENSBTAG00000002060	RPL19	1441.0	827.0	614.0	1346.0	898.0	1729.0	2099.0
ENSBTAG00000002062	TRPA1	2.0	0.1	0.3	0.1	0.1	0.1	11.0
ENSBTAG00000002065	TFAP2C						0.5	0.1
ENSBTAG00000002066	MYL7				0.2			0.2
ENSBTAG00000002068	TAGLN2	443.0	36.0	53.0	417.0	99.0	1163.0	171.0
ENSBTAG00000002069	BOLA	811.0	131.0	52.0	251.0	275.0	2910.0	1774.0
ENSBTAG00000002070	KLC3	0.1		0.1	2.0		4.0	0.1
ENSBTAG00000002072	ERCC2	19.0	6.0	9.0	19.0	8.0	41.0	11.0
ENSBTAG00000002073	RAD17	23.0	3.0	15.0	12.0	12.0	17.0	8.0
ENSBTAG00000002075	MME	13.0	6.0	0.7	195.0		22.0	81.0
ENSBTAG00000002076	ENSBTAG00000002076	22.0	38.0	86.0	13.0	4.0	20.0	9.0
ENSBTAG00000002078	KDM4A	37.0	9.0	27.0	33.0	9.0	67.0	19.0
ENSBTAG00000002080	NOV	94.0	9.0	5.0	5.0	1.0	29.0	2.0
ENSBTAG00000002081	BMPR1B	0.4	0.8	12.0	3.0		0.9	
ENSBTAG00000002082	MARCKS	84.0	10.0	174.0	21.0	23.0	112.0	35.0
ENSBTAG00000002083	AUTS2	7.0	10.0	3.0	18.0	24.0	10.0	6.0
ENSBTAG00000002084	UNC5C	1.0		9.0	0.9	0.6	3.0	2.0
ENSBTAG00000002086	PRPF4B	57.0	15.0	36.0	30.0	18.0	59.0	22.0
ENSBTAG00000002089	ENSBTAG00000002089	0.4		0.3	2.0	0.6	0.2	
ENSBTAG00000002090	CPSF4	12.0	5.0	6.0	11.0	7.0	21.0	7.0
ENSBTAG00000002092	PI16	248.0	8.0	2.0	2.0	1.0	121.0	0.4
ENSBTAG00000002094	ATP5J2	335.0	502.0	234.0	597.0	292.0	178.0	392.0
ENSBTAG00000002095	MEN1	15.0	4.0	8.0	15.0	7.0	34.0	8.0
ENSBTAG00000002096	FCGR3A	40.0	1.0	2.0	8.0	20.0	300.0	13.0
ENSBTAG00000002097	TMC5			0.3	0.2		3.0	38.0
ENSBTAG00000002098	CDC34	89.0	388.0	40.0	173.0	149.0	61.0	35.0
ENSBTAG00000002099	SLC14A2	0.1		0.1	4.0		0.1	
ENSBTAG00000002100	GZMM	4.0	0.1	0.2	0.6	0.7	9.0	0.5
ENSBTAG00000002101	GDE1	54.0	32.0	135.0	62.0	9.0	42.0	286.0
ENSBTAG00000002103	PLCG2	16.0	1.0	3.0	6.0	3.0	15.0	13.0
ENSBTAG00000002104	RHPN1	0.5	0.3	0.6	15.0	0.2	6.0	0.3
ENSBTAG00000002105	TEX261	54.0	11.0	22.0	45.0	34.0	43.0	31.0
ENSBTAG00000002107	FZD1	12.0	0.7	4.0	11.0	1.0	40.0	6.0
ENSBTAG00000002108	YWHAQ	207.0	16.0	558.0	197.0	90.0	290.0	152.0
ENSBTAG00000002110	DMGDH		0.1	0.1	95.0	64.0	0.7	0.1
ENSBTAG00000002112	INSIG2	42.0	11.0	36.0	24.0	41.0	29.0	21.0
ENSBTAG00000002113	ZNF41	5.0	1.0	11.0	1.0	2.0	3.0	1.0
ENSBTAG00000002115	C20orf96	1.0	0.1	12.0	1.0	0.1	7.0	0.3
ENSBTAG00000002116	ZCCHC3	12.0	1.0	10.0	18.0	6.0	25.0	9.0
ENSBTAG00000002117	KIF18A	2.0	0.1	0.4	0.4	0.5	1.0	2.0
ENSBTAG00000002121	CDK2AP2	75.0	7.0	31.0	72.0	48.0	82.0	56.0
ENSBTAG00000002122	FAM109A	0.7	5.0	0.3	2.0	0.4	4.0	1.0
ENSBTAG00000002123	MYO3A			0.2				
ENSBTAG00000002125	GNAL	5.0	0.1	8.0	1.0	4.0	5.0	0.8
ENSBTAG00000002126	PFKFB2	9.0	3.0	14.0	10.0	7.0	6.0	8.0
ENSBTAG00000002127	TCP11L2	25.0	9.0	27.0	4.0	7.0	16.0	5.0
ENSBTAG00000002128	MPPE1	19.0	3.0	15.0	22.0	40.0	45.0	12.0
ENSBTAG00000002129	KLF5	5.0	1.0	2.0	2.0	1.0	25.0	99.0
ENSBTAG00000002130	SMPD4	24.0	7.0	9.0	44.0	11.0	65.0	11.0
ENSBTAG00000002132	DRD3			0.3				
ENSBTAG00000002134	FAM196B	0.2		1.0				
ENSBTAG00000002135	CD69	12.0	0.4	0.4	2.0	2.0	13.0	5.0
ENSBTAG00000002136	FCHO1	6.0	0.1	10.0	0.3	1.0	5.0	1.0
ENSBTAG00000002137	SUGT1	37.0	43.0	43.0	31.0	25.0	31.0	25.0
ENSBTAG00000002138	PADI1	0.8		0.8				
ENSBTAG00000002139	MIXL1			0.2		0.1		0.2
ENSBTAG00000002143	DTWD2	3.0	3.0	6.0	1.0	3.0	2.0	2.0
ENSBTAG00000002144	ADRB2	29.0	14.0	5.0	1.0	33.0	57.0	2.0
ENSBTAG00000002145	MMP17	0.1	0.3	2.0	0.2			0.1
ENSBTAG00000002147	PPP4R2	53.0	24.0	33.0	24.0	19.0	21.0	32.0
ENSBTAG00000002148	RAB3D	16.0	6.0	14.0	15.0	4.0	41.0	22.0
ENSBTAG00000002150	IL17A	0.1				0.1	0.1	0.1
ENSBTAG00000002151	ASB15	0.2	24.0	0.1		0.7	0.1	
ENSBTAG00000002154	GPR141	2.0		1.0	0.2	0.1	1.0	1.0
ENSBTAG00000002157	LMOD2	0.9	410.0	0.1		0.9		
ENSBTAG00000002163	PTGER2	1.0	0.1	0.3	0.3	0.3	0.9	4.0
ENSBTAG00000002164	AXDND1	0.1		0.1			0.4	0.1
ENSBTAG00000002166	CRISP2			0.7	11.0	0.1	0.6	0.1
ENSBTAG00000002167	NPHS2			0.1	43.0		0.1	
ENSBTAG00000002169	ENSBTAG00000002169	0.1		0.2		0.2		
ENSBTAG00000002170	NOVA1	16.0	0.6	26.0	1.0	0.8	1.0	0.4
ENSBTAG00000002171	FAM135A	7.0	2.0	17.0	3.0	1.0	4.0	8.0
ENSBTAG00000002174	RERG	6.0	0.9	7.0	2.0	3.0	24.0	0.9
ENSBTAG00000002175	SRPK2	35.0	5.0	92.0	16.0	7.0	43.0	10.0
ENSBTAG00000002176	NSMCE1	110.0	47.0	68.0	119.0	57.0	127.0	118.0
ENSBTAG00000002177	PIKFYVE	8.0	1.0	11.0	2.0	3.0	2.0	4.0
ENSBTAG00000002178	PPL	43.0	3.0	0.3	48.0	30.0	97.0	2.0
ENSBTAG00000002179	C10H15orf41	6.0	5.0	4.0	2.0	7.0	5.0	6.0
ENSBTAG00000002180	ENSBTAG00000002180	0.1	0.1		0.1		0.1	
ENSBTAG00000002181	KHDRBS3	8.0	0.8	28.0	3.0	5.0	8.0	2.0
ENSBTAG00000002182	COX17	83.0	325.0	52.0	438.0	144.0	133.0	45.0
ENSBTAG00000002184	FNDC5	0.4	6.0	8.0	3.0	5.0	0.1	0.1
ENSBTAG00000002185	RNF7	26.0	20.0	47.0	22.0	45.0	31.0	19.0
ENSBTAG00000002186	NDN	17.0	6.0	52.0	18.0	2.0	11.0	2.0
ENSBTAG00000002187	SERINC3	148.0	22.0	188.0	57.0	33.0	199.0	91.0
ENSBTAG00000002188	C16orf89	0.3	0.1	0.1	0.1		87.0	2.0
ENSBTAG00000002189	ALG1	10.0	2.0	7.0	11.0	2.0	25.0	6.0
ENSBTAG00000002190	DOCK8	21.0	0.5	9.0	12.0	3.0	17.0	7.0
ENSBTAG00000002191	RRP12	21.0	41.0	13.0	18.0	8.0	34.0	10.0
ENSBTAG00000002192	C14H8orf46	0.3		55.0		0.7	0.3	
ENSBTAG00000002194	ENSBTAG00000002194	20.0	2.0	6.0	4.0	4.0	228.0	7.0
ENSBTAG00000002196	ELOC	101.0	64.0	86.0	63.0	47.0	61.0	29.0
ENSBTAG00000002199	CORIN	0.4		0.3	0.8		0.1	0.2
ENSBTAG00000002201	NFXL1	8.0	2.0	8.0	3.0	3.0	6.0	4.0
ENSBTAG00000002202	CRAMP1	6.0	2.0	2.0	4.0	1.0	20.0	1.0
ENSBTAG00000002203	NDUFS2	261.0	361.0	101.0	309.0	82.0	130.0	204.0
ENSBTAG00000002204	ENSBTAG00000002204	0.1		0.2				0.6
ENSBTAG00000002205	CNGA1	0.1			0.3		0.1	
ENSBTAG00000002206	ZC3H12B			2.0	0.1			0.1
ENSBTAG00000002209	JPT2	37.0	5.0	34.0	40.0	18.0	48.0	44.0
ENSBTAG00000002210	LAS1L	64.0	11.0	64.0	56.0	33.0	112.0	22.0
ENSBTAG00000002211	MAPK8IP3	8.0	1.0	30.0	8.0	2.0	20.0	2.0
ENSBTAG00000002214	TAT	0.3	0.1	1.0	9.0	868.0	2.0	8.0
ENSBTAG00000002215	GFPT2	70.0	4.0	13.0	0.8	2.0	23.0	1.0
ENSBTAG00000002216	MYOD1		8.0					
ENSBTAG00000002219	ATAD3	9.0	5.0	4.0	21.0	6.0	18.0	14.0
ENSBTAG00000002220	SPTLC1	55.0	8.0	52.0	45.0	35.0	54.0	51.0
ENSBTAG00000002223	POP4	16.0	4.0	20.0	15.0	24.0	20.0	11.0
ENSBTAG00000002224	UHRF1	5.0	0.4	3.0	1.0	2.0	6.0	12.0
ENSBTAG00000002226	FBXO31	10.0	85.0	12.0	22.0	7.0	21.0	4.0
ENSBTAG00000002227	LRIG3	10.0	0.8	4.0	4.0	0.7	6.0	7.0
ENSBTAG00000002231	SLC9C2			2.0	0.3	0.1	0.2	
ENSBTAG00000002232	TRPC1	6.0	0.6	16.0	2.0	0.9	5.0	0.6
ENSBTAG00000002233	CPNE2	12.0	1.0	26.0	6.0	0.6	31.0	1.0
ENSBTAG00000002236	TRPC4AP	98.0	43.0	103.0	59.0	23.0	118.0	49.0
ENSBTAG00000002238	ARL2	56.0	53.0	55.0	58.0	11.0	73.0	25.0
ENSBTAG00000002240	GPR18	5.0	0.2	0.3	0.3	0.9	3.0	4.0
ENSBTAG00000002242	FAM192A	21.0	13.0	24.0	17.0	11.0	24.0	21.0
ENSBTAG00000002243	SNX15	10.0	8.0	6.0	21.0	8.0	44.0	9.0
ENSBTAG00000002245	MRGPRX2			0.1				
ENSBTAG00000002247	ENSBTAG00000002247					3.0	0.2	0.1
ENSBTAG00000002248	SAC3D1	0.9	2.0	0.2	3.0	0.4	3.0	0.7
ENSBTAG00000002249	NAALADL1	0.9	0.5	1.0	25.0	0.3	0.9	0.2
ENSBTAG00000002251	ENSBTAG00000002251	0.5		3.0	0.7	0.3	0.8	
ENSBTAG00000002252	CHRNA2			10.0				0.1
ENSBTAG00000002253	FKBP6	0.1	0.1	2.0	0.1	0.1	0.1	
ENSBTAG00000002255	BHMT					493.0	0.1	
ENSBTAG00000002256	YEATS4	12.0	5.0	25.0	13.0	18.0	10.0	11.0
ENSBTAG00000002257	KLK11	0.2						
ENSBTAG00000002258	APOA1	20.0	3.0	82.0	10.0	234.0	68.0	1828.0
ENSBTAG00000002259	ENSBTAG00000002259	10.0	0.2	0.2	1.0	2.0	8.0	13.0
ENSBTAG00000002260	NCAPD3	9.0	2.0	6.0	5.0	4.0	14.0	4.0
ENSBTAG00000002261	LBX1		5.0	0.2				
