# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3727
# Selected columns: 4 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:02
Gene ID	Gene Name	brain	heart	kidney	skeletal muscle tissue
ENSACAG00000003259	ENSACAG00000003259	8.0	5.0	2.0	2.0
ENSACAG00000003260	ENSACAG00000003260		0.1	0.1	
ENSACAG00000003261	GPR88	0.6			
ENSACAG00000003262	RFX3	2.0	0.7	0.7	0.3
ENSACAG00000003263	LOXL4	6.0	0.4	0.6	0.1
ENSACAG00000003264	ENSACAG00000003264	114.0	26.0	25.0	10.0
ENSACAG00000003265	SLC26A7	1.0		0.5	
ENSACAG00000003266	ENSACAG00000003266	8.0	38.0	2.0	1.0
ENSACAG00000003267	FGF14	13.0	4.0	0.3	
ENSACAG00000003268	ENSACAG00000003268	15.0	6.0	11.0	3.0
ENSACAG00000003269	ENSACAG00000003269	4.0	3.0	45.0	1.0
ENSACAG00000003270	QKI	446.0	116.0	12.0	49.0
ENSACAG00000003271	ENSACAG00000003271	22.0		0.1	0.1
ENSACAG00000003273	ORMDL3	4.0	0.6	2.0	1.0
ENSACAG00000003274	ENSACAG00000003274	0.1		0.1	
ENSACAG00000003277	ENSACAG00000003277	3.0	0.5	0.3	0.2
ENSACAG00000003279	ENSACAG00000003279	9.0	12.0	16.0	6.0
ENSACAG00000003280	C11orf49	70.0	0.4	0.6	0.4
ENSACAG00000003281	ENSACAG00000003281	89.0	8.0	15.0	5.0
ENSACAG00000003282	ENSACAG00000003282	17.0	11.0	7.0	4.0
ENSACAG00000003283	LRRC3C	2.0	0.2		0.3
ENSACAG00000003284	KDM1B	8.0	1.0	2.0	2.0
ENSACAG00000003286	ENSACAG00000003286	25.0	44.0	18.0	20.0
ENSACAG00000003288	CLHC1	4.0	4.0	4.0	3.0
ENSACAG00000003289	ENSACAG00000003289	18.0	30.0	57.0	6.0
ENSACAG00000003290	RTCA	91.0	21.0	33.0	22.0
ENSACAG00000003292	MRPS22	15.0	23.0	19.0	12.0
ENSACAG00000003293	ENSACAG00000003293			0.2	
ENSACAG00000003294	SIKE1	9.0	6.0	3.0	4.0
ENSACAG00000003299	ENSACAG00000003299	4.0	0.6	0.2	0.2
ENSACAG00000003302	RPS27A	334.0	1306.0	1864.0	482.0
ENSACAG00000003304	ENSACAG00000003304	15.0		0.5	
ENSACAG00000003305	ENSACAG00000003305	0.5	0.2	0.3	0.1
ENSACAG00000003306	ENSACAG00000003306	6.0	2.0	0.2	2.0
ENSACAG00000003307	ENSACAG00000003307	84.0	31.0	31.0	25.0
ENSACAG00000003308	IKZF3		0.3	0.1	
ENSACAG00000003309	ENSACAG00000003309	130.0	100.0	123.0	22.0
ENSACAG00000003311	ENSACAG00000003311	23.0	20.0	10.0	8.0
ENSACAG00000003314	LRRN4		2.0	0.2	
ENSACAG00000003315	HHIP	1.0	0.2	3.0	0.3
ENSACAG00000003316	TPMT	3.0	6.0	18.0	2.0
ENSACAG00000003317	ENSACAG00000003317	36.0	82.0	65.0	22.0
ENSACAG00000003318	EPHA7	16.0	2.0	5.0	0.4
ENSACAG00000003319	PACRG	7.0	3.0	3.0	0.4
ENSACAG00000003320	ENSACAG00000003320	2.0	2.0	0.7	0.1
ENSACAG00000003321	LRP4	3.0	2.0	0.5	0.6
ENSACAG00000003323	AMER2	21.0	5.0	0.5	0.1
ENSACAG00000003325	ENSACAG00000003325	53.0	19.0	39.0	4.0
ENSACAG00000003326	ENSACAG00000003326	6.0	3.0	2.0	0.4
ENSACAG00000003327	SLC22A15	10.0	1.0	2.0	0.7
ENSACAG00000003328	MTIF2	13.0	7.0	10.0	2.0
ENSACAG00000003329	ITGBL1	0.9	0.2	0.6	0.6
ENSACAG00000003330	ENSACAG00000003330	16.0	9.0	12.0	8.0
ENSACAG00000003331	ENSACAG00000003331	120.0	73.0	103.0	93.0
ENSACAG00000003333	ENSACAG00000003333	2.0	4.0	9.0	0.6
ENSACAG00000003335	ENSACAG00000003335	38.0	3.0	0.6	1.0
ENSACAG00000003336	ENSACAG00000003336	1.0	0.4	3.0	0.7
ENSACAG00000003338	ENSACAG00000003338	7.0	7.0	4.0	2.0
ENSACAG00000003339	RCBTB2	14.0	5.0	7.0	2.0
ENSACAG00000003340	ENSACAG00000003340	5.0	2.0	130.0	0.6
ENSACAG00000003341	COPB2	60.0	27.0	36.0	10.0
ENSACAG00000003343	ENSACAG00000003343	15.0	1.0	2.0	0.2
ENSACAG00000003344	ENSACAG00000003344	85.0	55.0	51.0	58.0
ENSACAG00000003345	ENSACAG00000003345	18.0	10.0	7.0	5.0
ENSACAG00000003346	ENSACAG00000003346	1384.0	20.0	8.0	93.0
ENSACAG00000003347	ENSACAG00000003347	67.0	65.0	77.0	39.0
ENSACAG00000003350	ENSACAG00000003350	0.3		3.0	
ENSACAG00000003351	ENSACAG00000003351	1.0		0.4	
ENSACAG00000003352	ENSACAG00000003352	12.0	0.7	2.0	2.0
ENSACAG00000003353	ENSACAG00000003353	2.0	1.0	3.0	0.5
ENSACAG00000003354	RUNX1T1	17.0	9.0	0.8	0.5
ENSACAG00000003355	ENSACAG00000003355	33.0	10.0	11.0	9.0
ENSACAG00000003356	PLD5	7.0	0.1	0.2	
ENSACAG00000003357	ENSACAG00000003357	5.0	2.0	4.0	1.0
ENSACAG00000003358	ENSACAG00000003358	0.1	0.2	4.0	0.2
ENSACAG00000003359	ENSACAG00000003359	9.0	0.6	0.5	0.1
ENSACAG00000003360	ENSACAG00000003360	20.0	44.0	5.0	41.0
ENSACAG00000003362	ENSACAG00000003362	17.0	14.0	12.0	5.0
ENSACAG00000003363	ENSACAG00000003363			0.2	
ENSACAG00000003364	RASSF3	14.0	12.0	5.0	6.0
ENSACAG00000003365	ENSACAG00000003365	0.9	3.0	3.0	1.0
ENSACAG00000003367	PYROXD2	4.0	5.0	28.0	2.0
ENSACAG00000003368	ANAPC10	3.0	7.0	5.0	3.0
ENSACAG00000003369	ENSACAG00000003369	0.8	0.4	0.1	0.4
ENSACAG00000003370	ENSACAG00000003370		1.0	1.0	2.0
ENSACAG00000003371	ENSACAG00000003371	3.0	0.6	0.7	2.0
ENSACAG00000003373	ENSACAG00000003373	0.9	1.0	0.8	0.6
ENSACAG00000003374	GLIS3	1.0	0.1	1.0	
ENSACAG00000003375	ENSACAG00000003375	12.0		0.1	0.1
ENSACAG00000003376	ENSACAG00000003376	4.0	0.8	4.0	0.5
ENSACAG00000003377	ENSACAG00000003377	3.0	0.7	2.0	0.1
ENSACAG00000003378	ENSACAG00000003378	0.9	1.0	0.3	11.0
ENSACAG00000003380	ENSACAG00000003380		4.0		1.0
ENSACAG00000003381	ENSACAG00000003381	0.1	0.7	3.0	0.7
ENSACAG00000003382	ENSACAG00000003382	181.0	38.0	14.0	21.0
ENSACAG00000003384	ENSACAG00000003384	0.5	0.2	0.1	0.1
ENSACAG00000003385	ENSACAG00000003385	4.0	0.7	0.7	0.7
ENSACAG00000003386	ABCE1	66.0	63.0	66.0	65.0
ENSACAG00000003388	ENSACAG00000003388	2.0	0.9	1.0	0.5
ENSACAG00000003389	ENSACAG00000003389	53.0	33.0	27.0	21.0
ENSACAG00000003390	NHLRC1	11.0	8.0	2.0	5.0
ENSACAG00000003391	ENSACAG00000003391	12.0	5.0	168.0	2.0
ENSACAG00000003392	ENSACAG00000003392	26.0	0.9	0.2	2.0
ENSACAG00000003394	MAP1LC3C			0.2	
ENSACAG00000003395	GRB7	1.0	26.0	114.0	31.0
ENSACAG00000003396	GNS	24.0	3.0	2.0	1.0
ENSACAG00000003397	ENSACAG00000003397	2.0	0.1	0.2	0.4
ENSACAG00000003398	KIF13A	5.0	5.0	2.0	0.4
ENSACAG00000003399	MAB21L3	0.6	0.2	5.0	
ENSACAG00000003401	ENSACAG00000003401	3.0	0.8	0.1	
ENSACAG00000003402	ENSACAG00000003402	68.0	269.0	413.0	5.0
ENSACAG00000003403	ENSACAG00000003403	53.0	61.0	37.0	28.0
ENSACAG00000003405	TSHB	2.0	0.2	2.0	0.1
ENSACAG00000003406	ENSACAG00000003406	0.4	0.3	0.5	4.0
ENSACAG00000003407	ENSACAG00000003407	0.4		8.0	
ENSACAG00000003408	ENSACAG00000003408	1.0	0.6	15.0	0.1
ENSACAG00000003409	DBT	5.0	8.0	9.0	6.0
ENSACAG00000003410	ENSACAG00000003410	27.0	14.0	15.0	9.0
ENSACAG00000003412	ENSACAG00000003412	379.0	1330.0	390.0	286.0
ENSACAG00000003413	RB1	16.0	6.0	4.0	2.0
ENSACAG00000003414	ENSACAG00000003414	4.0	8.0	11.0	12.0
ENSACAG00000003415	ENSACAG00000003415	186.0	5.0	4.0	3.0
ENSACAG00000003417	ENSACAG00000003417	27.0	6.0	5.0	5.0
ENSACAG00000003418	ENSACAG00000003418	3.0	5.0	6.0	3.0
ENSACAG00000003420	CCDC88A	7.0	1.0	0.2	0.6
ENSACAG00000003421	ENSACAG00000003421	5.0	1.0	2.0	1.0
ENSACAG00000003422	EXO1	1.0	0.2	0.3	
ENSACAG00000003423	SLC22A3	7.0	3.0	0.4	0.4
ENSACAG00000003424	ENSACAG00000003424	2.0	1.0	0.8	0.9
ENSACAG00000003425	ENSACAG00000003425	3.0	4.0	5.0	0.7
ENSACAG00000003426	ENSACAG00000003426	111.0	300.0	125.0	161.0
ENSACAG00000003427	ENSACAG00000003427	7.0	9.0	4.0	3.0
ENSACAG00000003428	ENSACAG00000003428	20.0	11.0	5.0	10.0
ENSACAG00000003429	HPSE2	0.2	2.0	0.2	
ENSACAG00000003430	ENSACAG00000003430	16.0	10.0	8.0	3.0
ENSACAG00000003431	ENSACAG00000003431	23.0	0.8	18.0	4.0
ENSACAG00000003433	SLC1A1	24.0	0.1	0.4	
ENSACAG00000003434	ENSACAG00000003434	53.0	30.0	22.0	31.0
ENSACAG00000003435	TSPAN2	45.0	0.5	0.4	0.6
ENSACAG00000003436	ENSACAG00000003436	16.0	8.0	17.0	5.0
ENSACAG00000003437	TRIQK	8.0	5.0	14.0	0.3
ENSACAG00000003438	ENSACAG00000003438	25.0	8.0	14.0	8.0
ENSACAG00000003439	ENSACAG00000003439	14.0	1.0	9.0	0.7
ENSACAG00000003440	FAM92A	17.0	22.0	5.0	2.0
ENSACAG00000003441	ENSACAG00000003441	47.0	0.6	0.2	
ENSACAG00000003442	TBC1D30	15.0	1.0	2.0	0.1
ENSACAG00000003443	ENSACAG00000003443	1.0			
ENSACAG00000003444	ENSACAG00000003444	88.0	30.0	28.0	18.0
ENSACAG00000003445	ENSACAG00000003445	85.0	38.0	39.0	21.0
ENSACAG00000003446	ENSACAG00000003446	8.0	1.0	2.0	0.9
ENSACAG00000003447	ENSACAG00000003447	6.0	6.0	24.0	3.0
ENSACAG00000003448	ENSACAG00000003448	15.0	8.0	8.0	5.0
ENSACAG00000003449	ENSACAG00000003449	23.0	12.0	4.0	6.0
ENSACAG00000003450	ENSACAG00000003450	192.0	19.0	17.0	15.0
ENSACAG00000003451	ENSACAG00000003451	34.0	23.0	27.0	21.0
ENSACAG00000003452	ENSACAG00000003452	12.0	1.0	97.0	0.1
ENSACAG00000003453	ENSACAG00000003453	71.0	77.0	141.0	61.0
ENSACAG00000003455	ENSACAG00000003455	88.0	48.0	24.0	27.0
ENSACAG00000003456	LRRC39	0.7	9.0		15.0
ENSACAG00000003457	ENSACAG00000003457	37.0	15.0	14.0	10.0
ENSACAG00000003458	ENSACAG00000003458	12.0	2.0	2.0	0.3
ENSACAG00000003459	ENSACAG00000003459	36.0	12.0	6.0	9.0
ENSACAG00000003460	ENSACAG00000003460	13.0	4.0	3.0	2.0
ENSACAG00000003462	OPN3	4.0	0.1		
ENSACAG00000003463	RBM12B	53.0	40.0	32.0	13.0
ENSACAG00000003464	NGF	4.0	79.0	3.0	2.0
ENSACAG00000003465	ENSACAG00000003465	17.0	15.0	10.0	19.0
ENSACAG00000003466	PIGM	5.0	2.0	3.0	0.8
ENSACAG00000003467	ENSACAG00000003467	0.2			
ENSACAG00000003468	RGS7	78.0	4.0	1.0	0.9
ENSACAG00000003469	ENSACAG00000003469	3.0	1.0	0.7	0.3
ENSACAG00000003470	ENSACAG00000003470	13.0	2.0	3.0	2.0
ENSACAG00000003471	TMEM9	159.0	19.0	16.0	10.0
ENSACAG00000003473	WIF1	11.0	0.4	6.0	2.0
ENSACAG00000003474	ENSACAG00000003474	3.0	0.8	3.0	0.3
ENSACAG00000003475	MRI1	6.0	8.0	12.0	4.0
ENSACAG00000003476	ENSACAG00000003476	29.0	33.0	80.0	34.0
ENSACAG00000003477	LEMD3	10.0	6.0	3.0	3.0
ENSACAG00000003478	ENSACAG00000003478	1.0	0.1	10.0	0.8
ENSACAG00000003480	ENSACAG00000003480	0.2		0.2	0.1
ENSACAG00000003482	TMTC4	15.0	2.0	3.0	0.8
ENSACAG00000003483	ENSACAG00000003483	3.0	3.0	3.0	2.0
ENSACAG00000003484	ENSACAG00000003484	16.0	5.0	4.0	5.0
ENSACAG00000003485	MIEN1	218.0	63.0	92.0	40.0
ENSACAG00000003486	ENSACAG00000003486	9.0	4.0	3.0	5.0
ENSACAG00000003487	ENSACAG00000003487	70.0	2.0	1.0	0.8
ENSACAG00000003488	ENSACAG00000003488	109.0	0.5	0.6	0.4
ENSACAG00000003489	ENSACAG00000003489	6.0	2.0	16.0	0.8
ENSACAG00000003490	RBP2		0.5	0.5	0.1
ENSACAG00000003491	ENSACAG00000003491	1732.0	1101.0	831.0	846.0
ENSACAG00000003492	ENSACAG00000003492	84.0	25.0	23.0	19.0
ENSACAG00000003494	ENSACAG00000003494	3.0	0.2		72.0
ENSACAG00000003495	DCLK2	90.0	3.0	0.8	2.0
ENSACAG00000003496	ERBB2	6.0	5.0	10.0	12.0
ENSACAG00000003497	ENSACAG00000003497	17.0	13.0	5.0	3.0
ENSACAG00000003498	TRMT13	3.0	5.0	1.0	3.0
ENSACAG00000003499	ENSACAG00000003499	2.0	1.0	1.0	0.5
ENSACAG00000003500	ENSACAG00000003500	56.0	0.5	0.8	
ENSACAG00000003501	ENSACAG00000003501	23.0	25.0	25.0	18.0
ENSACAG00000003503	ENSACAG00000003503	38.0	11.0	1.0	0.8
ENSACAG00000003504	MSRB3	9.0	56.0	6.0	65.0
ENSACAG00000003505	ENSACAG00000003505	0.3		0.1	
ENSACAG00000003506	ENSACAG00000003506	61.0	9.0	13.0	37.0
ENSACAG00000003507	ENSACAG00000003507	0.4	1.0	2.0	0.7
ENSACAG00000003508	ENSACAG00000003508	17.0	7.0	8.0	7.0
ENSACAG00000003509	PKP1	1.0			
ENSACAG00000003510	ENSACAG00000003510	2.0	0.1	0.1	
ENSACAG00000003511	NMNAT3	0.4	11.0	2.0	3.0
ENSACAG00000003512	OTUD4	4.0	3.0	2.0	4.0
ENSACAG00000003514	CLSTN2	3.0	0.1	0.1	0.2
ENSACAG00000003515	ENSACAG00000003515	32.0	23.0	16.0	8.0
ENSACAG00000003517	ENSACAG00000003517	157.0	40.0	43.0	20.0
ENSACAG00000003518	ENSACAG00000003518	25.0	9.0	10.0	6.0
ENSACAG00000003520	ENSACAG00000003520	31.0	13.0	8.0	16.0
ENSACAG00000003521	ENSACAG00000003521	41.0	15.0	14.0	9.0
ENSACAG00000003522	ENSACAG00000003522	129.0	51.0	69.0	7.0
ENSACAG00000003523	ENSACAG00000003523	4.0	5.0	4.0	6.0
ENSACAG00000003524	CNNM1	132.0	1.0	2.0	0.5
ENSACAG00000003525	ENSACAG00000003525	16.0	2.0	0.6	4.0
ENSACAG00000003527	ENSACAG00000003527	69.0	41.0	68.0	14.0
ENSACAG00000003528	SASS6	1.0	0.5	0.2	0.3
ENSACAG00000003529	ENSACAG00000003529	21.0	11.0	7.0	7.0
ENSACAG00000003530	ENSACAG00000003530	54.0	14.0	7.0	4.0
ENSACAG00000003531	INO80	8.0	1.0	2.0	1.0
ENSACAG00000003534	ENSACAG00000003534	108.0	146.0	56.0	76.0
ENSACAG00000003535	ENSACAG00000003535	11.0		0.1	0.1
ENSACAG00000003536	ENSACAG00000003536	129.0	143.0	169.0	69.0
ENSACAG00000003537	ENSACAG00000003537	8.0	2.0	2.0	1.0
ENSACAG00000003538	SIRT5	17.0	18.0	12.0	10.0
ENSACAG00000003540	GGACT	18.0	10.0	23.0	3.0
ENSACAG00000003541	ENSACAG00000003541	1.0	1.0	0.9	0.4
ENSACAG00000003543	ENSACAG00000003543	494.0	217.0	306.0	77.0
ENSACAG00000003544	SMAD1	18.0	9.0	3.0	3.0
ENSACAG00000003545	ENSACAG00000003545	19.0	13.0	10.0	15.0
ENSACAG00000003547	ENSACAG00000003547	0.1		0.3	0.1
ENSACAG00000003549	ENSACAG00000003549		0.1		
ENSACAG00000003550	ENSACAG00000003550	16.0	13.0	22.0	5.0
ENSACAG00000003551	ENSACAG00000003551	77.0	99.0	82.0	44.0
ENSACAG00000003552	PDP1	30.0	40.0	2.0	19.0
ENSACAG00000003553	CDH17	3.0	2.0	2.0	2.0
ENSACAG00000003554	ENSACAG00000003554	6.0	2.0	1.0	1.0
ENSACAG00000003555	ENSACAG00000003555	0.4		0.2	
ENSACAG00000003556	ENSACAG00000003556	70.0	19.0	14.0	12.0
ENSACAG00000003557	ENSACAG00000003557	5.0	230.0	0.2	10.0
ENSACAG00000003558	ENSACAG00000003558	33.0	0.9	0.2	0.6
ENSACAG00000003559	ENSACAG00000003559	12.0	6.0	4.0	7.0
ENSACAG00000003560	ENSACAG00000003560	134.0	91.0	83.0	98.0
ENSACAG00000003561	ENSACAG00000003561	76.0	0.3	0.4	0.1
ENSACAG00000003562	ENSACAG00000003562	20.0	26.0	9.0	63.0
ENSACAG00000003563	ENSACAG00000003563	5.0	3.0	2.0	2.0
ENSACAG00000003564	ENSACAG00000003564	19.0	17.0	12.0	13.0
ENSACAG00000003566	ANLN	34.0	0.2	0.1	0.1
ENSACAG00000003567	ENSACAG00000003567	21.0	4.0	13.0	4.0
ENSACAG00000003568	ENSACAG00000003568	139.0	35.0	31.0	18.0
ENSACAG00000003571	ENSACAG00000003571	40.0	80.0	59.0	45.0
ENSACAG00000003572	ENSACAG00000003572	34.0	9.0	10.0	5.0
ENSACAG00000003573	ENSACAG00000003573	27.0	5.0	5.0	0.9
ENSACAG00000003574	ENSACAG00000003574	15.0	7.0	5.0	4.0
ENSACAG00000003576	ENSACAG00000003576	108.0	12.0	9.0	9.0
ENSACAG00000003577	ENSACAG00000003577	0.3		0.2	0.7
ENSACAG00000003578	CDC37L1	26.0	6.0	3.0	4.0
ENSACAG00000003579	ENSACAG00000003579	41.0	35.0	33.0	14.0
ENSACAG00000003580	ENSACAG00000003580	13.0	10.0	6.0	5.0
ENSACAG00000003581	ENSACAG00000003581	5.0	8.0	4.0	4.0
ENSACAG00000003582	ENSACAG00000003582	11.0	0.4	0.3	
ENSACAG00000003583	GOT1	209.0	237.0	83.0	121.0
ENSACAG00000003586	ENSACAG00000003586	2.0	0.4	1.0	0.5
ENSACAG00000003587	ENSACAG00000003587	83.0	73.0	79.0	68.0
ENSACAG00000003589	CFAP36	113.0	21.0	19.0	11.0
ENSACAG00000003590	ENSACAG00000003590	62.0	0.1		30.0
ENSACAG00000003591	ENSACAG00000003591	14.0	12.0	14.0	8.0
ENSACAG00000003592	MMAA	6.0	4.0	2.0	2.0
ENSACAG00000003593	TNNT2	0.5	7130.0	0.4	7.0
ENSACAG00000003594	ENSACAG00000003594	2.0	2.0	1.0	1.0
ENSACAG00000003595	ENSACAG00000003595	8.0		0.3	0.8
ENSACAG00000003596	ENSACAG00000003596	2.0	12.0	1.0	2.0
ENSACAG00000003599	ENSACAG00000003599	7.0	7.0	5.0	7.0
ENSACAG00000003600	ENSACAG00000003600	4.0	4.0	3.0	2.0
ENSACAG00000003601	ENSACAG00000003601			0.2	
ENSACAG00000003603	ENSACAG00000003603	10.0	5.0	4.0	8.0
ENSACAG00000003604	RANBP9	23.0	12.0	13.0	15.0
ENSACAG00000003605	AK3	9.0	35.0	31.0	5.0
ENSACAG00000003606	ENSACAG00000003606	105.0	19.0	14.0	12.0
ENSACAG00000003607	ENSACAG00000003607	78.0	65.0	38.0	94.0
ENSACAG00000003608	ENSACAG00000003608	4.0	2.0	0.4	0.5
ENSACAG00000003609	ENSACAG00000003609	0.2	0.1		
ENSACAG00000003611	ENSACAG00000003611	32.0	10.0	9.0	8.0
ENSACAG00000003612	NR3C2	9.0	2.0	2.0	0.9
ENSACAG00000003613	ENSACAG00000003613	26.0	7.0	5.0	2.0
ENSACAG00000003614	ENSACAG00000003614	6.0	5.0	5.0	1.0
ENSACAG00000003615	ENSACAG00000003615	45.0	21.0	19.0	20.0
ENSACAG00000003616	SLC2A4RG	6.0	2.0	3.0	3.0
ENSACAG00000003618	ZNF827	3.0	1.0	1.0	0.3
ENSACAG00000003619	ENSACAG00000003619	27.0	3.0	0.9	4.0
ENSACAG00000003620	ENSACAG00000003620	53.0	15.0	15.0	9.0
ENSACAG00000003621	ZNF407	0.9	0.4	0.1	0.5
ENSACAG00000003622	ENSACAG00000003622	5.0	3.0	2.0	2.0
ENSACAG00000003624	ENSACAG00000003624	1622.0	3805.0	9444.0	1249.0
ENSACAG00000003625	ENSACAG00000003625	51.0	53.0	23.0	30.0
ENSACAG00000003627	SLC35A3	4.0	1.0	8.0	0.5
ENSACAG00000003628	ENSACAG00000003628	39.0	93.0	0.2	0.1
ENSACAG00000003629	ENSACAG00000003629	2.0	4.0	2.0	0.8
ENSACAG00000003630	ENSACAG00000003630	3.0	1.0	12.0	2.0
ENSACAG00000003631	ZBTB46	3.0	2.0	0.9	2.0
ENSACAG00000003633	ENSACAG00000003633	11.0	1.0	0.3	0.4
ENSACAG00000003634	TCF20	14.0	3.0	4.0	1.0
ENSACAG00000003636	ENSACAG00000003636	0.9		0.4	0.3
ENSACAG00000003637	CNDP1	35.0		214.0	
ENSACAG00000003638	ENSACAG00000003638	8.0	0.6	0.9	0.5
ENSACAG00000003639	CHRM3	4.0	0.3	3.0	
ENSACAG00000003640	RCL1	4.0	9.0	9.0	2.0
ENSACAG00000003641	ENSACAG00000003641	28.0	28.0	71.0	20.0
ENSACAG00000003642	ENSACAG00000003642	8.0	9.0	5.0	2.0
ENSACAG00000003643	ENSACAG00000003643	33.0	9.0	6.0	5.0
ENSACAG00000003644	ENSACAG00000003644	10.0	38.0	18.0	49.0
ENSACAG00000003646	FMN2	15.0	0.1	0.2	0.2
ENSACAG00000003647	ENSACAG00000003647	8.0	0.1	0.4	
ENSACAG00000003648	MCUR1	12.0	6.0	14.0	5.0
ENSACAG00000003649	ENSACAG00000003649	9.0			
ENSACAG00000003650	ENSACAG00000003650	8.0	0.1	122.0	0.2
ENSACAG00000003652	TP53BP2	89.0	10.0	7.0	7.0
ENSACAG00000003653	CNDP2	36.0	13.0	51.0	4.0
ENSACAG00000003654	GEM	2.0	12.0	3.0	3.0
ENSACAG00000003655	ENSACAG00000003655	90.0	5.0	9.0	6.0
ENSACAG00000003657	ENSACAG00000003657	43.0	18.0	53.0	20.0
ENSACAG00000003658	ENSACAG00000003658	0.4	0.5	110.0	0.2
ENSACAG00000003659	ENSACAG00000003659	131.0	159.0	28.0	26.0
ENSACAG00000003660	ENSACAG00000003660	45.0	45.0	69.0	7.0
ENSACAG00000003661	ENSACAG00000003661	26.0	3.0	11.0	1.0
ENSACAG00000003663	ENSACAG00000003663	88.0	75.0	42.0	29.0
ENSACAG00000003664	ENSACAG00000003664	6.0	3.0	4.0	6.0
ENSACAG00000003668	RNF182	7.0			
ENSACAG00000003669	JARID2	25.0	7.0	6.0	3.0
ENSACAG00000003671	ENSACAG00000003671	0.7	0.2	25.0	2.0
ENSACAG00000003672	TNNI1	1.0	4.0	0.4	243.0
ENSACAG00000003673	JAK2	3.0	1.0	0.6	0.5
ENSACAG00000003674	ENSACAG00000003674	4.0	0.6	0.7	3.0
ENSACAG00000003676	EXD1	6.0	11.0	1.0	3.0
ENSACAG00000003677	ENSACAG00000003677	487.0	2542.0	919.0	742.0
ENSACAG00000003678	ENSACAG00000003678	28.0	15.0	19.0	9.0
ENSACAG00000003679	ENSACAG00000003679	45.0	10.0	4.0	2.0
ENSACAG00000003680	ENSACAG00000003680	20.0	16.0	10.0	8.0
ENSACAG00000003681	ZIC2	96.0			
ENSACAG00000003682	ENSACAG00000003682	3.0	0.2	2.0	
ENSACAG00000003684	ENSACAG00000003684			0.6	0.3
ENSACAG00000003685	ENSACAG00000003685	789.0	993.0	667.0	475.0
ENSACAG00000003686	PHACTR3	40.0	0.1	0.1	
ENSACAG00000003687	SLC25A28	102.0	69.0	53.0	59.0
ENSACAG00000003688	ENSACAG00000003688	6.0		1.0	
ENSACAG00000003689	ENSACAG00000003689	9.0	2.0	2.0	2.0
ENSACAG00000003690	ENSACAG00000003690	0.2	0.1	0.7	0.1
ENSACAG00000003692	PNPT1	9.0	6.0	7.0	4.0
ENSACAG00000003693	ENSACAG00000003693	13.0	20.0	9.0	7.0
ENSACAG00000003694	CHP1	211.0	91.0	132.0	36.0
ENSACAG00000003695	ENSACAG00000003695	19.0	13.0	12.0	5.0
ENSACAG00000003696	ENSACAG00000003696	22.0	7.0	8.0	1.0
ENSACAG00000003697	ENSACAG00000003697	7.0	4.0	4.0	2.0
ENSACAG00000003698	ENSACAG00000003698	8.0	2.0	2.0	3.0
ENSACAG00000003699	ENSACAG00000003699	4.0	2.0	0.7	1.0
ENSACAG00000003701	ZIC5	12.0	0.1		
ENSACAG00000003702	ENTPD7	7.0	2.0	10.0	0.5
ENSACAG00000003703	ENSACAG00000003703	45.0	74.0	45.0	29.0
ENSACAG00000003704	ENSACAG00000003704	28.0	14.0	15.0	10.0
ENSACAG00000003705	GREM2	14.0	0.1	0.1	0.1
ENSACAG00000003706	ENSACAG00000003706	5.0	6.0	3.0	3.0
ENSACAG00000003707	ENSACAG00000003707	14.0	12.0	2.0	2.0
ENSACAG00000003708	PHLDA3	5.0	10.0	2.0	2.0
ENSACAG00000003709	ENSACAG00000003709	3.0	7.0	6.0	6.0
ENSACAG00000003710	CSRP1	173.0	66.0	81.0	14.0
ENSACAG00000003711	ENSACAG00000003711	8.0	6.0	4.0	2.0
ENSACAG00000003712	ENSACAG00000003712	10.0		2.0	3.0
ENSACAG00000003713	ENSACAG00000003713	4.0	2.0	2.0	1.0
ENSACAG00000003714	ENSACAG00000003714	4.0	4.0	2.0	1.0
ENSACAG00000003716	ENSACAG00000003716	19.0	11.0	9.0	5.0
ENSACAG00000003717	ARHGAP10	3.0	2.0	2.0	2.0
ENSACAG00000003719	CSMD3	5.0		0.1	
ENSACAG00000003720	ENSACAG00000003720	6.0	0.1		
ENSACAG00000003721	ENSACAG00000003721	38.0	0.8	2.0	0.3
ENSACAG00000003722	ENSACAG00000003722	7.0	8.0	9.0	10.0
ENSACAG00000003723	FAM69C	19.0	4.0	0.6	0.5
ENSACAG00000003724	ENSACAG00000003724	47.0	2.0	0.3	0.9
ENSACAG00000003726	NUSAP1	3.0	0.9	3.0	
ENSACAG00000003727	C18orf63	0.3			0.1
ENSACAG00000003728	ENSACAG00000003728	9.0	6.0	8.0	5.0
ENSACAG00000003732	ENSACAG00000003732	49.0	15.0	11.0	11.0
ENSACAG00000003733	VIRMA	43.0	10.0	11.0	13.0
ENSACAG00000003734	ENSACAG00000003734	5.0	6.0	5.0	3.0
ENSACAG00000003735	NDUFAF1	41.0	33.0	28.0	15.0
ENSACAG00000003736	ENSACAG00000003736	175.0	202.0	143.0	193.0
ENSACAG00000003737	ENSACAG00000003737	9.0	3.0	2.0	2.0
ENSACAG00000003738	ENSACAG00000003738	31.0	10.0	9.0	5.0
ENSACAG00000003739	ENSACAG00000003739	1.0	0.7	1.0	0.1
