# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-62778
# Selected columns: 10 (all)
# Timestamp: Fri, 07-Dec-2018 22:18:08
Gene ID	Gene Name	aleurone	basal endosperm transfer layer	central starchy endosperm	conducting zone	plant embryo	plant embryo-surrounding region	nucellus	pericarp	placento-chalazal region	vascular region of the pedicel
Zm00001d006172	Zm00001d006172	39.0	4.0	27.0	22.0	26.0	13.0	8.0	9.0	7.0	10.0
Zm00001d006175	Zm00001d006175	77.0	14.0	56.0	40.0	40.0	23.0		18.0	73.0	27.0
Zm00001d006176	Zm00001d006176	21.0	13.0	19.0	20.0	16.0	25.0	35.0	36.0	47.0	63.0
Zm00001d006177	generative cell specific1	6.0	7.0	3.0	4.0	17.0	15.0	34.0	23.0	6.0	11.0
Zm00001d006179	Zm00001d006179	0.3		4.0	6.0	1.0	4.0	48.0	9.0	0.7	2.0
Zm00001d006180	Zm00001d006180	0.2		2.0	0.4		0.3		8.0		0.9
Zm00001d006181	Zm00001d006181	36.0	11.0	60.0	60.0	24.0	29.0	5.0	13.0	2.0	5.0
Zm00001d006182	Zm00001d006182	14.0	6.0	19.0	25.0	59.0	2.0	2.0	6.0	2.0	11.0
Zm00001d006183	Zm00001d006183	20.0	14.0	25.0	18.0	27.0	18.0	11.0	16.0	4.0	13.0
Zm00001d006184	Zm00001d006184	7.0	0.3	7.0	7.0	3.0	4.0		6.0		5.0
Zm00001d006185	Zm00001d006185	148.0	14.0	93.0	36.0	183.0	26.0	10.0	128.0	107.0	128.0
Zm00001d006190	Zm00001d006190	4.0	3.0	2.0	4.0	0.7	4.0	0.3	0.4		0.3
Zm00001d006192	Zm00001d006192	46.0	18.0	34.0	41.0	41.0	33.0	26.0	61.0	18.0	51.0
Zm00001d006193	Zm00001d006193	1.0				8.0	4.0		5.0		
Zm00001d006194	Zm00001d006194	21.0	10.0	35.0	35.0	28.0	20.0	33.0	25.0	23.0	23.0
Zm00001d006195	Homeobox-transcription factor 126			1.0	1.0						
Zm00001d006196	Zm00001d006196	91.0	10.0	52.0	21.0	33.0	18.0	4.0	39.0	5.0	
Zm00001d006197	Zm00001d006197								0.3		
Zm00001d006198	Zm00001d006198	23.0	4.0	8.0	10.0	19.0	11.0		20.0	21.0	2.0
Zm00001d006199	Zm00001d006199								2.0	4.0	19.0
Zm00001d006203	Zm00001d006203						0.3		0.7		10.0
Zm00001d006204	Zm00001d006204	76.0	47.0	92.0	84.0	53.0	74.0	38.0	108.0	30.0	117.0
Zm00001d006205	Zm00001d006205					2.0		1.0			
Zm00001d006207	Zm00001d006207		0.4			3.0					
Zm00001d006208	Zm00001d006208	0.2	0.3					0.7	0.9		0.8
Zm00001d006209	SHI/STY (SRS)-transcription factor 2					6.0					
Zm00001d006210	Zm00001d006210	1.0	0.8	0.8	1.0	7.0	0.9	5.0	14.0		1.0
Zm00001d006211	Zm00001d006211						0.1	6.0	0.8	2.0	0.8
Zm00001d006212	Zm00001d006212	8.0	0.3	7.0	6.0	9.0	5.0	60.0	101.0	12.0	4.0
Zm00001d006213	Zm00001d006213	783.0	58.0	476.0	161.0	690.0	50.0	65.0	197.0	68.0	82.0
Zm00001d006214	Zm00001d006214	1.0	2.0	1.0	2.0	10.0	6.0	18.0	21.0	7.0	7.0
Zm00001d006215	Zm00001d006215						0.1				
Zm00001d006217	Zm00001d006217	0.9		3.0	7.0	2.0	0.5	10.0	9.0	6.0	4.0
Zm00001d006219	Zm00001d006219	23.0	29.0	15.0	23.0	17.0	34.0	28.0	19.0	3.0	0.8
Zm00001d006220	Zm00001d006220	48.0	32.0	92.0	101.0	30.0	40.0	98.0	57.0	29.0	13.0
Zm00001d006221	triose phosphate isomerase2	15.0	1.0	2.0	2.0	57.0	3.0	5.0	29.0	3.0	
Zm00001d006226	Zm00001d006226	49.0	15.0	56.0	58.0	18.0	26.0	38.0	35.0	14.0	44.0
Zm00001d006227	Zm00001d006227	62.0	25.0	54.0	95.0	60.0	41.0	42.0	54.0	38.0	121.0
Zm00001d006230	Zm00001d006230			0.3	1.0		1.0				
Zm00001d006231	Zm00001d006231									0.6	
Zm00001d006232	Zm00001d006232	9.0		2.0	2.0	4.0	0.7	4.0	12.0	3.0	1.0
Zm00001d006235	Zm00001d006235	97.0	16.0	73.0	61.0	136.0	28.0	62.0	82.0	117.0	128.0
Zm00001d006236	MYB31 transcription factor31	7.0	0.4	3.0	2.0	9.0	0.9	2.0	4.0	7.0	9.0
Zm00001d006237	Zm00001d006237	28.0	0.6	0.9		41.0	2.0	0.6	0.7		
Zm00001d006238	Zm00001d006238	153.0	16.0	84.0	43.0	91.0	41.0	96.0	392.0	66.0	228.0
Zm00001d006242	Zm00001d006242	15.0	9.0	14.0	15.0	6.0	4.0	5.0	16.0	23.0	9.0
Zm00001d006243	Zm00001d006243	7.0	7.0	11.0	15.0	7.0	15.0	18.0	4.0	6.0	2.0
Zm00001d006244	Zm00001d006244	43.0	10.0	22.0	21.0	45.0	18.0	6.0	26.0	44.0	28.0
Zm00001d006246	Zm00001d006246	11.0	1.0	6.0	6.0	22.0	4.0	20.0	17.0	5.0	42.0
Zm00001d006247	Zm00001d006247	6.0							9.0		
Zm00001d006249	Zm00001d006249	17.0	2.0	12.0	4.0	37.0	10.0	27.0	30.0	8.0	42.0
Zm00001d006250	Zm00001d006250	207.0	9.0	125.0	43.0	146.0	19.0	14.0	24.0		2.0
Zm00001d006251	Zm00001d006251	10.0	12.0	11.0	21.0	35.0	19.0		49.0	0.7	10.0
Zm00001d006252	Zm00001d006252							2.0	0.9		
Zm00001d006254	Zm00001d006254				0.4				6.0		0.8
Zm00001d006255	Zm00001d006255	37.0	3.0	14.0	21.0	29.0	6.0	0.7	11.0	2.0	4.0
Zm00001d006256	Zm00001d006256	3.0	1.0	1.0	2.0		1.0		3.0	0.9	5.0
Zm00001d006257	phospholipase D10	7.0	11.0	0.6	6.0	14.0	6.0	5.0	4.0	0.2	0.7
Zm00001d006261	Zm00001d006261							3.0			
Zm00001d006262	Zm00001d006262		1.0			2.0	1.0	6.0	2.0		
Zm00001d006263	Zm00001d006263									3.0	
Zm00001d006267	Zm00001d006267	28.0	11.0	22.0	20.0	17.0	10.0	10.0	21.0	24.0	24.0
Zm00001d006269	Zm00001d006269	15.0	5.0	16.0	11.0	29.0	8.0		22.0	0.9	13.0
Zm00001d006270	Zm00001d006270	8.0	6.0	4.0	9.0	10.0	4.0	36.0	33.0	29.0	50.0
Zm00001d006271	Zm00001d006271	0.1	0.2								
Zm00001d006272	Zm00001d006272			0.5	0.6						4.0
Zm00001d006274	Zm00001d006274	5.0	2.0	3.0	4.0	5.0	2.0	1.0	1.0	1.0	3.0
Zm00001d006278	Zm00001d006278							3.0	9.0		
Zm00001d006279	Zm00001d006279									2.0	
Zm00001d006282	Zm00001d006282									5.0	3.0
Zm00001d006283	Zm00001d006283									5.0	8.0
Zm00001d006286	Zm00001d006286	21.0	7.0	30.0	12.0	25.0	8.0	17.0	24.0	10.0	16.0
Zm00001d006287	Zm00001d006287	1139.0	283.0	1361.0	834.0	1013.0	351.0	93.0	309.0	194.0	376.0
Zm00001d006288	Zm00001d006288		3.0								
Zm00001d006291	Zm00001d006291	3.0	0.4	2.0	0.5	5.0	0.4		3.0	17.0	
Zm00001d006293	NLP-transcription factor 17	3.0	0.4	2.0	1.0	2.0	1.0	12.0	4.0	3.0	3.0
Zm00001d006294	Zm00001d006294	2.0	0.5	2.0	0.6	8.0	2.0		7.0		5.0
Zm00001d006295	Zm00001d006295	6.0	5.0	8.0	8.0	11.0	13.0	19.0	31.0	10.0	16.0
Zm00001d006296	Zm00001d006296	199.0	33.0	224.0	159.0	108.0	70.0	31.0	76.0	17.0	85.0
Zm00001d006297	Zm00001d006297	3.0	0.3	0.2	0.4		0.3		0.5		
Zm00001d006298	Zm00001d006298		0.9	0.4	0.7			19.0	4.0		2.0
Zm00001d006302	Zm00001d006302			0.4	0.5		0.5		4.0	37.0	9.0
Zm00001d006306	HMG-transcription factor 3	27.0	21.0	24.0	10.0	10.0	6.0	415.0	63.0	52.0	96.0
Zm00001d006307	Zm00001d006307	3.0	1.0	2.0	2.0	4.0	1.0	5.0	5.0	8.0	5.0
Zm00001d006308	Zm00001d006308	11.0	2.0	3.0	2.0	19.0	0.5	17.0	4.0	12.0	22.0
Zm00001d006309	UDP-glucose pyrophosphorylase1	143.0	92.0	296.0	341.0	105.0	115.0	84.0	165.0	93.0	134.0
Zm00001d006310	Zm00001d006310	6.0	3.0	6.0	7.0	11.0	4.0	9.0	38.0	8.0	26.0
Zm00001d006311	Zm00001d006311	33.0	4.0	15.0	5.0	23.0	5.0	0.9	20.0	2.0	34.0
Zm00001d006312	Zm00001d006312		0.5						2.0	3.0	7.0
Zm00001d006315	Zm00001d006315	5.0	0.3	0.8	1.0	4.0	1.0	0.5	9.0		5.0
Zm00001d006316	Zm00001d006316	8.0	3.0	9.0	3.0	7.0		2.0	9.0	2.0	22.0
Zm00001d006317	Zm00001d006317	18.0	13.0	14.0	26.0	24.0	11.0	37.0	19.0	29.0	33.0
Zm00001d006319	Zm00001d006319	20.0	21.0	63.0	80.0		5.0	2.0		1.0	
Zm00001d006320	Zm00001d006320	35.0	69.0	35.0	46.0	16.0	113.0	15.0	36.0	13.0	25.0
Zm00001d006321	Zm00001d006321	305.0	21.0	214.0	227.0	953.0	63.0	69.0	154.0	27.0	269.0
Zm00001d006322	Zm00001d006322	9.0	0.4	6.0	2.0	10.0	1.0	7.0	24.0	11.0	10.0
Zm00001d006323	Zm00001d006323	9.0	1.0	2.0	2.0	39.0	2.0	0.8	15.0	0.4	7.0
Zm00001d006324	set domain gene106	16.0	1.0	4.0	2.0	9.0	2.0		3.0	0.7	2.0
Zm00001d006327	Zm00001d006327		2.0		0.6						1.0
Zm00001d006328	Zm00001d006328	8.0	4.0	4.0	2.0	15.0	6.0	9.0	15.0	14.0	27.0
Zm00001d006329	proteolipid membrane potential regulator2	49.0	48.0	114.0	212.0	15.0	71.0	40.0	64.0	72.0	79.0
Zm00001d006330	Zm00001d006330	6.0	0.5	1.0	1.0	2.0	0.8	4.0	6.0	3.0	7.0
Zm00001d006331	Zm00001d006331	6.0	3.0	3.0	4.0	5.0	1.0	5.0	5.0	1.0	3.0
Zm00001d006332	Zm00001d006332	3.0					0.9				
Zm00001d006333	Zm00001d006333	33.0	0.4	15.0	3.0	20.0	36.0		26.0		12.0
Zm00001d006335	Zm00001d006335	10.0	3.0	3.0	5.0	15.0	8.0	4.0	13.0	6.0	6.0
Zm00001d006336	Zm00001d006336	23.0	5.0	14.0	15.0	17.0	13.0	31.0	63.0	10.0	43.0
Zm00001d006337	Zm00001d006337	34.0	18.0	54.0	49.0	74.0	7.0	205.0	107.0	91.0	195.0
Zm00001d006340	Zm00001d006340		2.0	1.0	2.0	12.0	2.0	0.8	24.0	2.0	3.0
Zm00001d006341	Zm00001d006341						0.5		8.0	0.6	20.0
Zm00001d006342	Zm00001d006342	17.0	7.0	18.0	11.0	17.0	2.0	4.0	25.0	25.0	25.0
Zm00001d006343	Zm00001d006343	0.7	0.2	0.2	0.7		0.4	0.5	2.0		2.0
Zm00001d006344	Zm00001d006344	127.0	40.0	136.0	100.0	139.0	40.0	355.0	173.0	143.0	204.0
Zm00001d006345	Zm00001d006345	15.0	1.0	5.0	2.0	14.0	2.0	46.0	19.0	4.0	29.0
Zm00001d006346	Zm00001d006346						0.4				
Zm00001d006347	Zm00001d006347	8.0	5.0	4.0	9.0	11.0	11.0	81.0	10.0	7.0	9.0
Zm00001d006348	GRF-transcription factor 2	16.0	21.0	10.0	10.0	34.0	21.0	69.0	17.0	23.0	7.0
Zm00001d006350	Zm00001d006350	26.0	19.0	23.0	38.0	24.0	37.0	73.0	32.0	7.0	24.0
Zm00001d006351	argonaute18a	1.0	0.4	1.0	0.2	4.0	1.0	19.0	38.0	42.0	42.0
Zm00001d006353	Zm00001d006353									1.0	8.0
Zm00001d006354	Zm00001d006354	0.3	0.1			0.6	0.5		5.0		5.0
Zm00001d006355	Zm00001d006355	2.0	0.1	0.6	0.7	6.0	3.0	35.0	19.0	19.0	33.0
Zm00001d006357	Zm00001d006357	34.0	17.0	21.0	31.0	64.0	24.0	105.0	75.0	52.0	95.0
Zm00001d006358	Zm00001d006358	13.0	1.0	1.0	1.0	13.0	0.6	2.0	0.7		
Zm00001d006360	Zm00001d006360	3.0	0.3	0.6	0.6	17.0	2.0	8.0	164.0	1.0	32.0
Zm00001d006361	Zm00001d006361	261.0	22.0	289.0	168.0	241.0	55.0	37.0	128.0	42.0	69.0
Zm00001d006364	Zm00001d006364						1.0				
Zm00001d006365	Zm00001d006365								2.0		0.9
Zm00001d006368	Zm00001d006368	0.8	3.0	4.0	4.0	1.0	5.0	4.0	6.0	34.0	19.0
Zm00001d006369	set domain gene116	9.0	10.0	9.0	6.0	2.0	9.0		18.0	17.0	4.0
Zm00001d006370	Zm00001d006370	3.0	0.3	2.0	2.0	4.0	2.0	4.0	17.0	8.0	12.0
Zm00001d006372	actin depolymerizing factor2				0.4						
Zm00001d006373	Zm00001d006373	5.0	6.0	4.0	6.0	9.0	6.0	18.0	26.0	7.0	11.0
Zm00001d006374	Zm00001d006374	2.0		0.2	0.2	2.0	1.0	6.0	18.0	0.6	14.0
Zm00001d006377	Zm00001d006377	17.0	2.0	12.0	3.0	25.0	0.7	4.0	24.0	19.0	28.0
Zm00001d006382	Zm00001d006382	11.0	14.0	4.0	10.0	19.0	8.0	9.0	17.0	13.0	23.0
Zm00001d006383	Zm00001d006383									0.9	
Zm00001d006384	Zm00001d006384	14.0	7.0	8.0	11.0	18.0	20.0	10.0	33.0	63.0	155.0
Zm00001d006387	Zm00001d006387	10.0	2.0	12.0	12.0	4.0	9.0	0.6	13.0		4.0
Zm00001d006388	Zm00001d006388	452.0	73.0	569.0	344.0	293.0	165.0	66.0	180.0	105.0	109.0
Zm00001d006389	Zm00001d006389	9.0	5.0	7.0	9.0	4.0	3.0	14.0	23.0	30.0	32.0
Zm00001d006390	Zm00001d006390	22.0	12.0	18.0	17.0	15.0	19.0	36.0	34.0	52.0	42.0
Zm00001d006396	Zm00001d006396	4.0	0.8	1.0	2.0		2.0				2.0
Zm00001d006397	Zm00001d006397		0.2								
Zm00001d006400	Zm00001d006400	1.0		0.5	2.0	4.0		0.7	9.0	1.0	
Zm00001d006401	Zm00001d006401	66.0	15.0	39.0	32.0	87.0	14.0	28.0	84.0	70.0	76.0
Zm00001d006402	Zm00001d006402	42.0	19.0	57.0	42.0	69.0	20.0	48.0	61.0	35.0	49.0
Zm00001d006405	Zm00001d006405				0.8						
Zm00001d006408	Zm00001d006408	15.0	11.0	12.0	20.0	18.0	17.0	13.0	41.0	5.0	25.0
Zm00001d006409	Zm00001d006409	23.0	5.0	19.0	29.0	33.0	10.0	8.0	21.0	14.0	17.0
Zm00001d006410	Zm00001d006410	30.0	12.0	29.0	25.0	37.0	18.0	21.0	24.0	6.0	28.0
Zm00001d006415	Zm00001d006415	6.0	4.0	4.0	5.0	5.0	6.0	27.0	19.0	17.0	25.0
Zm00001d006416	Zm00001d006416									1.0	
Zm00001d006417	Zm00001d006417	2.0				17.0	0.7	0.9	3.0		1.0
Zm00001d006419	Zm00001d006419	7.0	2.0	3.0	4.0	8.0	1.0	5.0	0.8		10.0
Zm00001d006420	Zm00001d006420					3.0	0.1	1.0	1.0		0.4
Zm00001d006421	Zm00001d006421	249.0	35.0	94.0	90.0	134.0	62.0	43.0	186.0	123.0	112.0
Zm00001d006422	Zm00001d006422	9.0	5.0	9.0	8.0	13.0	7.0	35.0	26.0	7.0	21.0
Zm00001d006424	Zm00001d006424	4.0	8.0	3.0	5.0	8.0	9.0	72.0	18.0	34.0	15.0
Zm00001d006426	Zm00001d006426										2.0
Zm00001d006428	PHD-transcription factor 31	48.0	27.0	22.0	35.0	70.0	36.0	90.0	72.0	14.0	45.0
Zm00001d006430	Zm00001d006430	18.0	18.0	18.0	19.0	17.0	25.0	23.0	24.0	9.0	34.0
Zm00001d006433	Zm00001d006433	31.0	20.0	35.0	40.0	21.0	25.0	49.0	32.0	35.0	34.0
Zm00001d006435	Zm00001d006435	8.0	0.8	2.0	0.8	22.0	4.0	4.0	8.0	11.0	6.0
Zm00001d006438	Zm00001d006438	57.0	27.0	51.0	59.0	53.0	44.0	64.0	47.0	39.0	50.0
Zm00001d006439	ATP synthase3	569.0	125.0	340.0	308.0	217.0	126.0	66.0	249.0	144.0	131.0
Zm00001d006440	Zm00001d006440	70.0	22.0	53.0	43.0	70.0	25.0	101.0	121.0	55.0	60.0
Zm00001d006443	Zm00001d006443	18.0	1.0	5.0	1.0	26.0	1.0	0.8	4.0	0.2	0.3
Zm00001d006444	Zm00001d006444							15.0			
Zm00001d006448	Zm00001d006448			0.2							
Zm00001d006449	Zm00001d006449								7.0	3.0	
Zm00001d006451	SBP-transcription factor 13				1.0				37.0		6.0
Zm00001d006453	Zm00001d006453	3.0	4.0	0.7	3.0	6.0	2.0	11.0	17.0	5.0	10.0
Zm00001d006454	Zm00001d006454	0.2	0.4	0.3	0.3		1.0	1.0	10.0	2.0	9.0
Zm00001d006455	Zm00001d006455	90.0	20.0	100.0	75.0	151.0	35.0	42.0	43.0	15.0	65.0
Zm00001d006456	Zm00001d006456	89.0	0.7	3.0		66.0	4.0	2.0	0.4	0.2	0.4
Zm00001d006457	Zm00001d006457	11.0	5.0	11.0	10.0	11.0	8.0	20.0	21.0	14.0	13.0
Zm00001d006458	Zm00001d006458	11.0	14.0	4.0	7.0	5.0	22.0	42.0	88.0	9.0	99.0
Zm00001d006459	Zm00001d006459	39.0	20.0	37.0	34.0	45.0	31.0	62.0	40.0	33.0	45.0
Zm00001d006460	Zm00001d006460	18.0	13.0	10.0	12.0	24.0	21.0	41.0	24.0	27.0	25.0
Zm00001d006461	Zm00001d006461	61.0	11.0	64.0	53.0	78.0	22.0	6.0	66.0	0.3	21.0
Zm00001d006463	C2C2-Dof-transcription factor 34									10.0	6.0
Zm00001d006464	Zm00001d006464	3.0	1.0	2.0	1.0	4.0	0.8		3.0		
Zm00001d006466	Zm00001d006466						0.4		2.0		
Zm00001d006467	adenosine 5'-phosphosulfate reductase-like2	17.0		1.0		51.0	0.6	0.6	5.0		21.0
Zm00001d006470	Zm00001d006470	28.0	3.0	17.0	9.0	34.0	19.0	18.0	36.0	19.0	28.0
Zm00001d006471	Zm00001d006471		0.3						0.5		
Zm00001d006472	Zm00001d006472	21.0	24.0	14.0	17.0	39.0	25.0	38.0	57.0	38.0	50.0
Zm00001d006473	Zm00001d006473	90.0	8.0	39.0	38.0	89.0	12.0	4.0	12.0	2.0	3.0
Zm00001d006474	autophagy8a	54.0	39.0	42.0	74.0	48.0	62.0	261.0	169.0	287.0	258.0
Zm00001d006476	Zm00001d006476	3.0	4.0	2.0	12.0	12.0	9.0	3.0	5.0	5.0	26.0
Zm00001d006478	Zm00001d006478	6.0	0.4	4.0	5.0	16.0	9.0	5.0	5.0		9.0
Zm00001d006479	calcium dependent protein kinase3	37.0	8.0	65.0	51.0	29.0	13.0	68.0	92.0	9.0	63.0
Zm00001d006480	Zm00001d006480	42.0	28.0	41.0	49.0	38.0	30.0	83.0	126.0	32.0	46.0
Zm00001d006481	Zm00001d006481	4.0	0.9	1.0	1.0	4.0	1.0	0.6	4.0		0.7
Zm00001d006483	Zm00001d006483	0.9	1.0				0.6				
Zm00001d006485	Zm00001d006485						0.3				
Zm00001d006486	Zm00001d006486						0.4				
Zm00001d006488	Zm00001d006488	15.0	4.0	12.0	10.0	22.0	8.0	17.0	26.0	3.0	28.0
Zm00001d006489	Zm00001d006489						1.0		5.0	3.0	2.0
Zm00001d006491	Zm00001d006491				4.0		10.0				
Zm00001d006493	Zm00001d006493	0.1				3.0	0.3				0.9
Zm00001d006494	Zm00001d006494	4.0	0.3	31.0	5.0	10.0	0.4		53.0	23.0	137.0
Zm00001d006495	Zm00001d006495			8.0	4.0	3.0	2.0		9.0		
Zm00001d006496	Zm00001d006496	129.0	23.0	80.0	80.0	102.0	20.0	23.0	32.0	19.0	44.0
Zm00001d006497	Zm00001d006497	127.0	22.0	103.0	70.0	101.0	44.0	69.0	63.0	32.0	69.0
Zm00001d006499	Zm00001d006499	22.0	2.0	12.0	7.0	24.0	3.0	8.0	2.0	0.4	3.0
Zm00001d006500	Zm00001d006500				1.0			5.0	2.0		
Zm00001d006502	Zm00001d006502	17.0	16.0	25.0	53.0	28.0	11.0	24.0	37.0	15.0	23.0
Zm00001d006503	Zm00001d006503		0.4	0.1	0.7	0.1	0.3				0.8
Zm00001d006504	Zm00001d006504	20.0	8.0	21.0	22.0	31.0	11.0	10.0	20.0	8.0	7.0
Zm00001d006505	Zm00001d006505	2.0	0.3	0.8	0.9	3.0	0.6	2.0	2.0		1.0
Zm00001d006507	Zm00001d006507	15.0	10.0	15.0	18.0	15.0	27.0	8.0	31.0	11.0	34.0
Zm00001d006508	Zm00001d006508	6.0	2.0	3.0	2.0	6.0	1.0	0.3	13.0	0.7	4.0
Zm00001d006509	Zm00001d006509	6.0	6.0	4.0	5.0	7.0	3.0	0.7	12.0	48.0	29.0
Zm00001d006510	Zm00001d006510	748.0	161.0	1023.0	554.0	474.0	203.0	124.0	167.0	88.0	155.0
Zm00001d006511	Zm00001d006511	20.0		13.0	2.0		0.3	3.0	92.0		9.0
Zm00001d006512	protein disulfide isomerase12	65.0	50.0	87.0	91.0	51.0	62.0	50.0	80.0	31.0	70.0
Zm00001d006514	Zm00001d006514	2.0	1.0	4.0	4.0		0.6	2.0			
Zm00001d006516	Zm00001d006516				0.8						2.0
Zm00001d006517	Zm00001d006517	0.9		1.0	0.3	5.0	1.0	16.0	7.0	14.0	2.0
Zm00001d006520	PDK regulatory protein1	0.4				7.0			15.0		4.0
Zm00001d006521	Zm00001d006521		1.0				3.0	38.0	1.0	2.0	1.0
Zm00001d006526	Zm00001d006526									2.0	
Zm00001d006527	Zm00001d006527	5.0				2.0					
Zm00001d006531	Zm00001d006531				0.5	0.8					
Zm00001d006533	Zm00001d006533	63.0	20.0	318.0	374.0	53.0	22.0	80.0	50.0	20.0	33.0
Zm00001d006534	Zm00001d006534	14.0				2.0	0.4	5.0	1.0	0.7	6.0
Zm00001d006535	Zm00001d006535					0.7					
Zm00001d006536	Zm00001d006536	0.3								2.0	
Zm00001d006538	Zm00001d006538				0.3						
Zm00001d006541	Zm00001d006541	30.0	3.0	22.0	17.0	24.0	7.0	6.0	11.0	2.0	17.0
Zm00001d006546	Zm00001d006546		0.8	0.4	0.4			2.0	5.0	1.0	2.0
Zm00001d006547	Zm00001d006547	415.0	38.0	224.0	68.0	823.0	38.0	30.0	88.0	33.0	215.0
Zm00001d006548	Zm00001d006548	157.0	42.0	131.0	88.0	639.0	40.0	164.0	204.0	202.0	368.0
Zm00001d006549	Zm00001d006549	2.0	3.0	1.0	0.4	7.0	2.0	2.0	7.0	3.0	0.6
Zm00001d006551	GRAS-transcription factor 49	20.0	13.0	7.0	3.0	17.0	14.0	60.0	21.0	57.0	56.0
Zm00001d006552	Zm00001d006552	81.0	53.0	47.0	56.0	88.0	61.0	122.0	111.0	37.0	92.0
Zm00001d006553	Zm00001d006553	14.0		2.0	1.0	0.8	1.0	0.7	0.8		
Zm00001d006555	Zm00001d006555	623.0	107.0	800.0	571.0	384.0	219.0	103.0	233.0	62.0	163.0
Zm00001d006561	Zm00001d006561	14.0		21.0	3.0	1.0	4.0	3.0	20.0	8.0	2.0
Zm00001d006562	Zm00001d006562	61.0	5.0	55.0	32.0	66.0	15.0	19.0	27.0	30.0	32.0
Zm00001d006564	Zm00001d006564	4.0		0.2	0.4	4.0	0.2	7.0	4.0	4.0	2.0
Zm00001d006565	male sterile32	116.0	52.0	118.0	154.0	28.0	54.0	49.0	150.0	40.0	64.0
Zm00001d006566	Zm00001d006566	11.0	7.0	9.0	9.0	18.0	6.0	8.0	50.0	7.0	19.0
Zm00001d006567	Zm00001d006567	8.0	3.0	4.0	2.0	17.0	2.0	5.0	14.0	2.0	17.0
Zm00001d006568	Zm00001d006568		4.0	3.0	7.0		6.0	13.0	10.0	1.0	4.0
Zm00001d006570	Zm00001d006570					13.0			142.0	1.0	2.0
Zm00001d006571	Zm00001d006571						0.4				
Zm00001d006573	Zm00001d006573	202.0	100.0	218.0	161.0	185.0	145.0	224.0	125.0	142.0	125.0
Zm00001d006574	Zm00001d006574	5.0	3.0	5.0	5.0	2.0	6.0	4.0	11.0	16.0	3.0
Zm00001d006576	Zm00001d006576						0.4		1.0		
Zm00001d006577	Zm00001d006577							2.0			
Zm00001d006578	bHLH-transcription factor 80	8.0	12.0	15.0	14.0	10.0	9.0		2.0		3.0
Zm00001d006579	Zm00001d006579								2.0		
Zm00001d006580	Zm00001d006580	23.0	13.0	16.0	15.0	32.0	14.0	20.0	21.0	29.0	23.0
Zm00001d006581	Zm00001d006581					16.0		0.8	46.0		
Zm00001d006582	Zm00001d006582	16.0	4.0	15.0	6.0	26.0	6.0	19.0	27.0	14.0	13.0
Zm00001d006586	Zm00001d006586				0.4					0.9	
Zm00001d006587	Zm00001d006587								4.0		
Zm00001d006588	Zm00001d006588	6.0	1.0	5.0	1.0	9.0	0.2	3.0	18.0	2.0	13.0
Zm00001d006590	Zm00001d006590	0.3				5.0	1.0				
Zm00001d006591	Zm00001d006591	7.0	0.3	6.0	6.0	5.0	4.0	5.0	1.0	0.7	12.0
Zm00001d006593	Zm00001d006593	17.0	2.0	8.0	7.0	17.0	10.0	23.0	24.0	19.0	15.0
Zm00001d006594	Zm00001d006594	49.0	6.0	52.0	43.0	64.0	17.0	20.0	17.0	56.0	37.0
Zm00001d006595	Zm00001d006595	3.0	0.7	1.0	2.0	4.0	4.0	9.0	15.0	8.0	4.0
Zm00001d006596	Zm00001d006596			2.0				4.0	8.0	2.0	12.0
Zm00001d006597	Zm00001d006597	13.0	14.0	13.0	13.0	24.0	14.0	19.0	21.0	5.0	12.0
Zm00001d006601	Zm00001d006601	4.0	3.0		2.0	3.0	10.0		12.0		0.9
Zm00001d006602	Zm00001d006602	51.0	79.0	69.0	86.0	64.0	87.0	439.0	314.0	215.0	248.0
Zm00001d006603	Zm00001d006603	12.0						5.0	6.0	7.0	
Zm00001d006604	Zm00001d006604	4.0	0.6	1.0	8.0	4.0	0.6	10.0	10.0	17.0	14.0
Zm00001d006605	Zm00001d006605	29.0	58.0	107.0	136.0	53.0	97.0	128.0	165.0	61.0	74.0
Zm00001d006606	Zm00001d006606	3.0	3.0	3.0	4.0	5.0	4.0	20.0	6.0	6.0	8.0
Zm00001d006607	Zm00001d006607	75.0	27.0	77.0	93.0	71.0	37.0	80.0	113.0	30.0	88.0
Zm00001d006608	Zm00001d006608	2.0	2.0	0.3		11.0	0.5	5.0	4.0		2.0
Zm00001d006610	Zm00001d006610	5.0	36.0	4.0	8.0	11.0	3.0	22.0	12.0	6.0	
Zm00001d006612	Zm00001d006612		23.0		3.0		2.0		30.0	322.0	
Zm00001d006613	Zm00001d006613	77.0	27.0	105.0	79.0	86.0	33.0	37.0	53.0	17.0	46.0
Zm00001d006614	Zm00001d006614	5.0	4.0	3.0	5.0	7.0	3.0	3.0	11.0	10.0	9.0
Zm00001d006615	Zm00001d006615		1.0			1.0	1.0	5.0			
Zm00001d006616	Zm00001d006616										2.0
Zm00001d006618	Zm00001d006618		1.0		2.0		1.0			13.0	11.0
Zm00001d006619	C3H-transcription factor 315	57.0	31.0	38.0	54.0	31.0	34.0	24.0	24.0	17.0	22.0
Zm00001d006620	Zm00001d006620	30.0	6.0	28.0	17.0	24.0	7.0	11.0	22.0	4.0	26.0
